7.53791 0 -1.21941 0 
10.5123 -13.0902 -1.73336 2.21043 
10.4097 -19.5245 -1.82403 3.47179 
9.79641 -19.0073 -1.7349 3.55175 
9.78139 -18.2035 -1.6862 3.45225 
10.0229 -18.0838 -1.67503 3.34377 
10.1531 -18.272 -1.63587 3.27732 
10.1912 -18.3709 -1.6197 3.19223 
10.1946 -18.3954 -1.57469 3.13996 
10.1525 -18.3949 -1.54834 3.0608 
10.1048 -18.3284 -1.56245 3.03889 
10.0872 -18.26 -1.57213 3.03001 
10.0231 -18.2006 -1.54929 3.03 
9.9376 -18.1088 -1.54575 2.96782 
9.86949 -17.9924 -1.49361 2.94899 
9.78754 -17.8745 -1.46393 2.8827 
9.72046 -17.7565 -1.43974 2.80503 
9.65429 -17.6251 -1.39571 2.77618 
9.60516 -17.5025 -1.34252 2.7012 
9.58926 -17.4111 -1.30727 2.61816 
9.53011 -17.3607 -1.31446 2.53599 
9.51406 -17.2924 -1.31388 2.5374 
9.48337 -17.2656 -1.2581 2.51959 
9.41179 -17.2089 -1.24863 2.43437 
9.35656 -17.0892 -1.27457 2.40549 
9.33151 -16.9927 -1.28674 2.42334 
9.31287 -16.9413 -1.33164 2.45039 
9.32825 -16.8861 -1.41395 2.52797 
9.39189 -16.9176 -1.44931 2.67816 
9.43246 -16.9986 -1.50721 2.72697 
9.52214 -17.0739 -1.53614 2.82503 
9.52467 -17.1829 -1.53366 2.88856 
9.5449 -17.2307 -1.498 2.89214 
9.53037 -17.2503 -1.43036 2.84299 
9.50714 -17.2553 -1.39334 2.72989 
9.49098 -17.2363 -1.37899 2.67007 
9.49089 -17.2258 -1.41058 2.65953 
9.53625 -17.2086 -1.41368 2.69761 
9.54713 -17.2552 -1.36515 2.70575 
9.61725 -17.2995 -1.30896 2.63765 
9.68417 -17.3776 -1.24058 2.53901 
9.7484 -17.4785 -1.22627 2.41112 
9.79228 -17.6024 -1.17397 2.37203 
9.83609 -17.6746 -1.14385 2.30411 
9.84915 -17.7305 -1.11366 2.24814 
9.8429 -17.7558 -1.07571 2.1753 
9.80501 -17.7822 -1.00518 2.08905 
9.79994 -17.7349 -0.93771 1.94977 
9.77959 -17.6981 -0.857755 1.84413 
9.83638 -17.6789 -0.841746 1.6992 
9.94225 -17.7749 -0.881141 1.66019 
10.0161 -17.9172 -0.884157 1.71232 
10.1203 -18.0432 -0.845326 1.70398 
10.185 -18.1856 -0.812595 1.65359 
10.2232 -18.3096 -0.805828 1.60815 
10.2321 -18.3876 -0.754242 1.59467 
10.2009 -18.4198 -0.668971 1.50592 
10.2187 -18.3974 -0.613557 1.3778 
10.2584 -18.4129 -0.659062 1.26286 
10.2687 -18.4878 -0.704926 1.28852 
10.2968 -18.5088 -0.757322 1.33422 
10.2924 -18.5566 -0.839717 1.41862 
10.2306 -18.5654 -0.881562 1.54066 
10.205 -18.4881 -0.922586 1.63128 
10.1869 -18.4289 -0.974739 1.73038 
10.1459 -18.4087 -0.97713 1.81127 
