1.418053 0.000000 11.916219 0.000000 -3.091089 0.000000 4.230847 0.000000
2.045807 -2.522696 16.629169 -20.753554 -4.346015 5.273615 5.961600 -7.492426
1.953101 -4.118588 15.941888 -28.890980 -3.838058 6.364246 6.115398 -11.658109
1.837761 -4.257816 14.657918 -25.799862 -3.311896 4.077881 6.101336 -12.268208
1.853162 -4.206666 14.502136 -24.081504 -3.282242 2.936469 6.069259 -12.669815
1.783729 -4.190659 14.573831 -23.919573 -3.352563 2.864612 6.152007 -12.704692
1.672552 -4.032326 14.701783 -23.929429 -3.247246 3.027132 5.966375 -12.687852
1.667208 -3.794116 14.850220 -23.952170 -3.178378 2.938904 5.837508 -12.379406
1.672982 -3.714851 14.779478 -24.066675 -3.064705 2.824925 5.777069 -12.150787
1.679490 -3.710410 14.767272 -23.985325 -3.037137 2.638974 5.670621 -12.074482
1.660444 -3.711819 14.755088 -23.949246 -3.017360 2.547475 5.648994 -11.975511
1.702961 -3.676674 14.794573 -23.927205 -3.008994 2.501481 5.754891 -11.947700
1.731024 -3.716833 14.689850 -23.971069 -3.013352 2.468461 5.804172 -12.068414
1.668484 -3.774212 14.601998 -23.850227 -3.112224 2.450885 5.825166 -12.138511
1.616709 -3.716008 14.457578 -23.712436 -3.090662 2.578246 5.882748 -12.146555
1.576529 -3.641575 14.329352 -23.502656 -3.105451 2.596482 5.901688 -12.179307
1.496658 -3.588526 14.165720 -23.295913 -3.040863 2.629816 5.915811 -12.162206
1.434081 -3.494002 14.171868 -23.046543 -3.053410 2.567104 5.920247 -12.134042
1.509613 -3.403315 14.244667 -22.997912 -3.050529 2.576004 5.883358 -12.102669
1.505486 -3.506992 14.161037 -23.077350 -3.094950 2.591792 5.917669 -12.026246
1.476666 -3.556390 14.179708 -22.990936 -3.091908 2.669542 5.925280 -12.025977
1.495030 -3.528918 14.139057 -22.992522 -3.009195 2.700170 5.912926 -12.005369
1.421100 -3.542545 13.955963 -22.942485 -3.042891 2.610812 5.923910 -11.960328
1.295686 -3.440152 13.926812 -22.704520 -3.151082 2.635214 5.996073 -11.948509
1.347753 -3.215353 13.990342 -22.615595 -3.149936 2.786493 6.071938 -12.027768
1.380913 -3.204542 14.015958 -22.676482 -3.176952 2.819107 5.999273 -12.146491
1.365671 -3.250350 13.992642 -22.722649 -3.201671 2.858252 5.972216 -12.095930
1.399980 -3.233317 14.104533 -22.703935 -3.279892 2.907384 6.040489 -12.062099
1.434159 -3.259869 14.215774 -22.837494 -3.261041 3.021008 6.082988 -12.142109
1.482431 -3.309642 14.211024 -23.006088 -3.132955 3.018947 5.979596 -12.213721
1.487995 -3.380542 14.295941 -23.038436 -3.005170 2.846838 5.854413 -12.110175
1.555873 -3.397145 14.067136 -23.149709 -2.945097 2.634800 5.737820 -11.955166
1.468748 -3.497635 14.082760 -22.891181 -2.936950 2.504487 5.693090 -11.805614
1.450318 -3.430630 14.051328 -22.849167 -2.970364 2.466527 5.705313 -11.734328
1.377992 -3.417832 13.853453 -22.802765 -2.875716 2.506783 5.662440 -11.724608
1.292558 -3.337591 13.731218 -22.548096 -2.822928 2.407244 5.758821 -11.635613
1.205740 -3.197509 13.542864 -22.338671 -2.781004 2.311166 5.736549 -11.701046
1.150638 -3.035578 13.469353 -22.059570 -2.789494 2.225506 5.741506 -11.674625
1.092286 -2.910828 13.332570 -21.906050 -2.846386 2.211959 5.689086 -11.685886
1.081423 -2.796874 13.299605 -21.703507 -2.970157 2.286708 5.737476 -11.641828
1.087319 -2.748170 13.268963 -21.616724 -2.972786 2.476362 5.813783 -11.693191
1.077170 -2.751991 13.111704 -21.559407 -2.891436 2.530747 5.763846 -11.786062
1.088916 -2.748846 12.963548 -21.351362 -2.905140 2.438019 5.704089 -11.726908
1.019019 -2.780592 13.064351 -21.118901 -3.002435 2.442497 5.801035 -11.616875
1.069465 -2.727609 13.231130 -21.190785 -3.074494 2.584022 5.956369 -11.682818
1.137494 -2.807400 13.358254 -21.416082 -3.138926 2.716578 6.001709 -11.857921
1.180359 -2.934668 13.419846 -21.624656 -3.065569 2.838301 5.940650 -11.919304
1.193023 -3.015256 13.297590 -21.745846 -3.221370 2.790966 6.087107 -11.829770
1.115634 -3.028986 13.277982 -21.619546 -3.278586 2.984704 6.167114 -11.970749
1.080338 -2.903207 13.346306 -21.565239 -3.329728 3.108846 6.177592 -12.094455
1.057280 -2.802572 13.393717 -21.639837 -3.440619 3.206516 6.245525 -12.134559
1.089571 -2.724986 13.563103 -21.718132 -3.410212 3.374985 6.236066 -12.229720
1.154786 -2.716464 13.471686 -21.946476 -3.391197 3.377629 6.161856 -12.247602
1.170394 -2.773467 13.414658 -21.885962 -3.338029 3.353683 6.105194 -12.166822
1.137276 -2.790674 13.254063 -21.799215 -3.352560 3.283657 6.067072 -12.083742
1.067973 -2.756752 13.224197 -21.580280 -3.226020 3.292497 6.075079 -12.010466
1.053651 -2.673685 13.248759 -21.493722 -3.213619 3.135469 6.094133 -11.995222
1.073060 -2.658009 13.193921 -21.506243 -3.216470 3.068249 6.052335 -12.014990
1.089832 -2.704032 13.284560 -21.441934 -3.175420 3.051077 6.051525 -11.978752
1.132179 -2.757021 13.373982 -21.538215 -3.109753 2.986744 5.961746 -11.995317
1.143997 -2.845301 13.404577 -21.670756 -3.138522 2.872971 5.923338 -11.925193
1.167562 -2.888794 13.499931 -21.738124 -3.125022 2.871546 5.872557 -11.900207
1.213502 -2.920722 13.519817 -21.870252 -2.914753 2.849997 5.699372 -11.861680
1.202114 -2.983036 13.391806 -21.924556 -2.840972 2.575157 5.618756 -11.656483
1.150059 -2.977911 13.280001 -21.777609 -2.815105 2.410189 5.651115 -11.513828
1.137374 -2.899845 13.203742 -21.605044 -2.791436 2.332360 5.598503 -11.520328
1.139662 -2.873767 13.277611 -21.472129 -2.775604 2.285243 5.625135 -11.444080
1.142688 -2.904261 13.253426 -21.534261 -2.834584 2.261543 5.754112 -11.436736
1.119902 -2.948824 13.248245 -21.519874 -2.797170 2.328116 5.693258 -11.573483
1.107251 -2.936576 13.262013 -21.509334 -2.794472 2.300132 5.730611 -11.513471
1.094325 -2.906627 13.320246 -21.523509 -2.749447 2.291467 5.706519 -11.542389
1.128486 -2.865277 13.168674 -21.598971 -2.660878 2.224304 5.529136 -11.535274
1.082248 -2.884172 13.033133 -21.428706 -2.653801 2.096302 5.522368 -11.337616
1.043412 -2.819851 12.925457 -21.220556 -2.637317 2.058267 5.544991 -11.305724
0.978566 -2.757765 12.945463 -21.040489 -2.571370 2.018557 5.455263 -11.346227
0.989127 -2.671732 12.833987 -21.026024 -2.413690 1.918240 5.306919 -11.258935
1.014195 -2.675097 12.742318 -20.886686 -2.309419 1.694959 5.273638 -11.065877
0.977312 -2.726423 12.768638 -20.740315 -2.320478 1.500117 5.204283 -10.994921
1.022793 -2.715460 12.747912 -20.739209 -2.366098 1.464806 5.269638 -10.900576
1.016961 -2.797622 12.551569 -20.714256 -2.309656 1.520859 5.265565 -10.954104
0.968278 -2.836944 12.575097 -20.464770 -2.298335 1.462775 5.267724 -10.946336
0.884878 -2.798933 12.561781 -20.435640 -2.299915 1.432210 5.293152 -10.930484
0.905469 -2.683296 12.660949 -20.415120 -2.217145 1.425685 5.182532 -10.951081
0.953505 -2.664728 12.771042 -20.533882 -2.280186 1.323813 5.227802 -10.817918
0.996441 -2.715248 12.779783 -20.697289 -2.446104 1.384539 5.368743 -10.840808
1.020619 -2.772746 12.836245 -20.744012 -2.527340 1.613565 5.481374 -11.010531
1.025927 -2.805011 12.747307 -20.822215 -2.572888 1.773735 5.458482 -11.173758
0.939771 -2.812900 12.684671 -20.729432 -2.720236 1.878621 5.579059 -11.159862
0.938734 -2.685977 12.690859 -20.630385 -2.755153 2.106430 5.625791 -11.274723
0.968803 -2.638493 12.739851 -20.616803 -2.808080 2.222540 5.698457 -11.321354
0.982959 -2.677595 12.777552 -20.675802 -2.853980 2.331773 5.817162 -11.380103
0.950617 -2.721537 12.870874 -20.736423 -2.882030 2.422219 5.851706 -11.510377
0.959220 -2.684217 12.794470 -20.865350 -2.773785 2.478914 5.723277 -11.573932
1.008897 -2.659428 12.775360 -20.800036 -2.717899 2.355792 5.595488 -11.444471
0.989661 -2.704302 12.742777 -20.759586 -2.651608 2.255939 5.537321 -11.283564
0.960411 -2.702752 12.623794 -20.710097 -2.629421 2.145409 5.480818 -11.204851
0.934024 -2.673274 12.483977 -20.552289 -2.572358 2.085449 5.328717 -11.138069
0.908892 -2.640450 12.351086 -20.343422 -2.517598 2.012316 5.350931 -10.928674
0.876209 -2.620030 12.251842 -20.132097 -2.446042 1.940727 5.400525 -10.877032
0.858974 -2.601717 12.078760 -19.962564 -2.361718 1.831953 5.302155 -10.890076
0.811820 -2.605019 12.118170 -19.711283 -2.315772 1.702849 5.284024 -10.739903
0.826043 -2.569621 12.086334 -19.703516 -2.135526 1.623027 5.144079 -10.665043
0.825538 -2.600057 11.972948 -19.664710 -2.109998 1.378960 5.144813 -10.474145
