-3.391554 0.000000 -5.109568 0.000000 -0.418536 0.000000 -1.061992 0.000000 3.997526 0.000000 -0.984720 0.000000 7.026624 0.000000 -4.505996 0.000000 6.600355 0.000000 -9.427853 0.000000 2.256187 0.000000 -12.017286 0.000000 -2.352694 0.000000 -9.175217 0.000000 0.927915 0.000000 -4.694917 0.000000 5.551279 0.000000 -10.054876 0.000000 -1.177453 0.000000 -10.981632 0.000000
-4.751379 5.786014 -7.273684 9.017867 -0.726964 0.682380 -1.592918 1.981710 5.577663 -6.955481 -1.439245 1.828636 9.919979 -12.202107 -6.447895 7.917760 9.216252 -11.461072 -13.202855 16.450712 3.129665 -3.950309 -16.807604 20.930829 -3.265683 3.913957 -12.942121 16.061733 1.489090 -1.757053 -6.812000 8.658019 7.814357 -9.528775 -14.192643 17.622110 -1.627248 1.925249 -15.597498 19.154218
-4.214614 6.941409 -7.361311 13.865619 -0.617624 0.689121 -1.885768 4.185615 5.308554 -9.615061 -1.689061 3.755559 9.415732 -16.777864 -6.377105 11.941082 8.715020 -15.629413 -12.752957 23.263418 3.045849 -5.654132 -16.176402 29.203993 -2.694604 3.836777 -12.555545 23.256962 1.796870 -3.743509 -7.410585 15.948292 7.163379 -12.317449 -13.796392 25.579437 -1.270748 1.556411 -15.015287 27.280561
-3.665568 4.441960 -7.070405 14.216433 -0.545298 -0.035111 -2.107060 5.875220 4.778992 -8.442590 -1.831846 5.305445 8.391357 -14.387334 -5.913748 11.930519 7.801524 -13.362679 -11.740011 21.294032 2.768041 -5.293303 -14.716889 26.184696 -2.235837 1.511825 -11.617995 21.619939 1.740192 -4.337388 -6.743245 17.030357 6.400353 -10.093474 -12.653491 23.579169 -0.911673 0.034262 -13.627306 24.753260
-3.743240 3.282149 -7.109245 14.249936 -0.727784 -0.402215 -2.303441 6.913216 4.871480 -7.681976 -1.910207 6.314924 8.324623 -12.770538 -5.812139 11.851079 7.688861 -11.924293 -11.600268 20.120369 2.661999 -4.983168 -14.537168 24.267081 -2.297679 0.856376 -11.636839 20.407666 1.589084 -4.116696 -6.186537 15.485871 6.541235 -9.241117 -12.451347 21.955322 -0.790694 -0.508411 -13.577706 22.962066
-3.926171 3.399018 -7.306445 14.331801 -0.834141 -0.250575 -2.319413 7.387408 5.061058 -7.759107 -1.962027 6.719985 8.466871 -12.554503 -5.814957 11.915149 7.838635 -11.697960 -11.845257 19.991845 2.618687 -4.832646 -14.783260 24.027787 -2.505252 1.103585 -11.919488 20.389489 1.525240 -3.823092 -5.985594 14.308048 6.664967 -9.517772 -12.397889 21.602965 -0.824284 -0.578178 -13.972798 22.837724
-4.046701 3.765150 -7.438956 14.446286 -0.844849 -0.055543 -2.319109 7.386470 5.173037 -8.004281 -1.944949 6.786481 8.625424 -12.686641 -5.874217 11.897204 7.959732 -11.845576 -12.027048 20.198151 2.617789 -4.719302 -14.866441 24.234174 -2.597824 1.483942 -11.934490 20.665282 1.786932 -3.657134 -5.872899 13.816246 6.756738 -9.711720 -12.318027 21.423198 -0.805680 -0.490816 -13.918782 23.230370
-4.015501 4.018022 -7.417696 14.486530 -0.745673 0.025569 -2.243124 7.276650 5.315934 -8.153487 -1.937372 6.669208 8.755909 -12.856256 -6.050410 11.878516 7.895274 -11.983081 -11.976490 20.333829 2.570469 -4.673347 -14.861445 24.241113 -2.530673 1.685439 -11.618124 20.620217 1.844275 -3.904203 -5.780318 13.577408 6.874187 -9.770393 -12.321258 21.202682 -0.653973 -0.474744 -13.946718 23.105732
-3.980177 4.048196 -7.406256 14.374752 -0.610956 -0.060399 -2.186579 7.099250 5.322001 -8.338744 -1.954515 6.542406 8.787757 -13.017784 -6.082541 12.035091 7.823660 -11.911226 -11.874961 20.223931 2.484323 -4.608278 -14.763348 24.154262 -2.569144 1.646894 -11.353094 20.159413 1.930304 -3.990160 -5.700270 13.382788 6.881287 -9.880299 -12.357011 21.109932 -0.620911 -0.668964 -14.022903 23.028904
-3.905168 4.029264 -7.454168 14.279919 -0.474705 -0.229533 -2.126425 6.964363 5.373284 -8.381614 -1.944010 6.481665 8.808227 -13.083670 -6.192031 12.072835 7.809590 -11.804503 -11.886711 20.045105 2.514278 -4.491561 -14.796875 23.989828 -2.578878 1.690695 -11.234500 19.726262 1.961229 -4.097118 -5.696130 13.203349 6.874617 -9.893448 -12.307043 21.134814 -0.570823 -0.757152 -13.936566 23.075672
-3.741193 3.943850 -7.355181 14.282257 -0.457724 -0.425516 -2.103901 6.851761 5.454336 -8.453127 -1.963536 6.422060 8.796344 -13.121821 -6.153668 12.198063 7.820116 -11.767089 -11.944565 20.010923 2.505726 -4.512559 -14.767357 23.990010 -2.523845 1.715223 -11.370433 19.504004 1.819983 -4.161331 -5.769961 13.141301 6.900506 -9.893121 -12.134024 21.075053 -0.575542 -0.836135 -13.877338 22.974553
-3.693131 3.722643 -7.315840 14.137316 -0.477923 -0.482575 -2.153508 6.786703 5.517448 -8.570860 -1.963483 6.409636 8.852835 -13.116805 -6.177395 12.168980 7.764073 -11.775409 -11.868918 20.071569 2.500315 -4.524160 -14.761236 23.952621 -2.418316 1.618664 -11.465587 19.655997 1.949771 -4.020386 -5.780714 13.218212 7.032774 -9.952874 -11.950125 20.826537 -0.561715 -0.854073 -13.844988 22.880447
