-2.979411 0.000000 11.899813 0.000000 1.014691 0.000000 10.998925 0.000000 2.948772 0.000000 8.128871 0.000000 0.259101 0.000000 4.475206 0.000000 -5.097432 0.000000 6.403611 0.000000 -3.875922 0.000000 11.407711 0.000000 0.565983 0.000000 11.481916 0.000000 3.513045 0.000000 8.193196 0.000000 3.381971 0.000000 4.167214 0.000000 1.772850 0.000000 1.704260 0.000000 -1.093815 0.000000 0.572160 0.000000 -4.357159 0.000000 1.345670 0.000000 -6.312142 0.000000 3.480410 0.000000 -6.916118 0.000000 6.697927 0.000000 -6.039203 0.000000 9.875898 0.000000
-4.174307 5.171925 16.575701 -20.734488 1.357724 -1.683157 15.468018 -19.172660 4.046111 -4.917102 11.507208 -14.304518 0.111903 -0.299957 6.537976 -8.224214 -7.069681 8.720995 9.258278 -11.502217 -5.437750 6.674309 15.921812 -19.903827 0.766653 -0.874908 16.195180 -20.014963 4.910789 -5.982856 11.687635 -14.351442 4.785918 -5.788572 6.006200 -7.381500 2.369010 -3.033742 2.481939 -3.088426 -1.574221 1.921319 0.912233 -1.112253 -6.215598 7.573702 2.008126 -2.446843 -8.984458 10.955755 4.992844 -6.152600 -9.817728 11.998431 9.513937 -11.724305 -8.446982 10.466574 13.787996 -17.239572
-3.845049 7.077552 15.881725 -28.910776 1.082497 -1.497902 15.154352 -27.003573 3.432110 -4.926145 11.439053 -21.365934 -0.204273 1.062897 7.309648 -15.107636 -6.448559 10.932465 9.802138 -19.020272 -5.171484 8.745268 15.078325 -27.997659 0.407651 -0.229255 15.406325 -28.250610 4.354411 -7.073546 11.385659 -21.083907 4.399659 -7.171187 6.171553 -11.718890 2.039251 -3.546056 2.713878 -5.636233 -1.623195 2.901774 1.240408 -2.861725 -5.905166 10.572815 2.245403 -4.620754 -8.595549 15.114500 5.105795 -9.642402 -9.318538 16.474638 9.429397 -17.110809 -7.769917 14.119936 13.348347 -24.375653
-3.409727 5.969889 14.656012 -25.893060 0.689070 -0.277269 14.009953 -24.704826 2.850266 -2.477056 10.481507 -20.556031 -0.260756 2.011407 7.054357 -16.533380 -5.749101 8.825200 9.194088 -19.404204 -4.938375 7.435692 13.714874 -24.969103 0.043004 1.037741 14.243596 -25.277380 3.744074 -4.504579 10.576985 -19.961855 3.859267 -4.992054 5.999966 -12.482413 1.669158 -2.135011 2.718847 -7.083685 -1.697600 2.967909 1.447506 -4.646480 -5.278585 9.196436 2.292365 -6.018337 -7.810531 13.003075 5.007389 -10.273538 -8.577629 14.024568 8.952821 -16.465618 -7.003586 11.578874 12.355899 -22.402235
-3.314999 5.347858 14.713787 -24.246443 0.678564 0.372711 14.071170 -23.287447 2.929604 -1.859165 10.236666 -19.259234 -0.127167 1.954119 6.879794 -15.675557 -5.916914 8.107475 8.979805 -18.178716 -5.171712 7.203425 13.756609 -23.080904 0.049543 1.566650 14.228089 -23.684800 3.774974 -3.381900 10.665336 -19.088200 4.008995 -3.867389 6.118097 -12.794995 1.763274 -1.311854 2.816576 -7.835315 -1.764798 3.178794 1.521645 -5.754193 -5.275701 8.258420 2.342128 -6.856216 -7.722693 11.698304 5.013028 -10.807944 -8.612112 12.731444 9.061254 -16.222679 -6.927647 10.236526 12.342505 -21.252708
-3.424565 5.264347 14.958667 -24.335480 0.769729 0.380438 14.283265 -23.409997 3.146956 -2.189717 10.284431 -18.793572 -0.192393 1.693514 6.871831 -15.134818 -6.214536 8.413873 9.065878 -17.653686 -5.244260 7.618834 13.993488 -23.089805 0.158022 1.492317 14.610928 -23.673350 3.944333 -3.485396 10.923647 -19.177158 4.395226 -4.037707 6.495619 -13.009786 1.879140 -1.340550 2.892185 -8.148142 -1.823922 3.347703 1.460837 -6.150302 -5.516099 8.194629 2.402414 -7.189392 -7.922515 11.498515 5.099126 -11.087211 -8.752464 12.735946 9.091265 -16.536431 -6.979607 10.114847 12.633897 -21.261809
-3.462038 5.434648 15.170019 -24.600139 0.873041 0.211321 14.427008 -23.647745 3.321118 -2.572769 10.519574 -18.699465 -0.190143 1.745405 6.908825 -15.031909 -6.233987 8.807529 9.104057 -17.666047 -5.267121 7.779346 14.229274 -23.355216 0.236294 1.267328 14.752606 -24.089810 4.154726 -3.818837 11.166020 -19.413656 4.558179 -4.661527 6.715733 -13.337718 1.831367 -1.533150 2.820795 -8.206716 -1.912203 3.431494 1.411053 -6.068945 -5.528384 8.479267 2.384721 -7.265613 -8.053156 11.713235 5.172703 -11.154351 -8.846412 12.936042 9.190362 -16.568182 -6.958207 10.217774 12.828458 -21.520791
-3.460019 5.518312 15.117655 -24.772218 0.887898 0.031726 14.530300 -23.741936 3.232122 -2.827275 10.580107 -18.893860 -0.239332 1.784665 6.878447 -15.068854 -6.214939 8.840558 9.023192 -17.702912 -5.248855 7.775570 14.339616 -23.581429 0.235839 1.086719 14.764120 -24.218880 4.108724 -4.175481 11.136339 -19.621462 4.594744 -5.034282 6.800647 -13.487184 1.891230 -1.523269 2.820809 -8.035244 -1.902834 3.527641 1.425939 -5.880397 -5.413922 8.518910 2.367677 -7.175998 -8.153934 11.883628 5.244578 -11.127208 -8.771209 13.043377 9.073745 -16.583836 -6.955854 10.210816 12.774473 -21.647946
-3.422008 5.526274 14.975781 -24.664780 0.890259 -0.004295 14.534573 -23.823419 3.080917 -2.726758 10.536002 -18.987939 -0.163529 1.856383 6.944157 -15.023225 -6.213103 8.800377 8.928072 -17.584633 -5.248644 7.720981 14.345085 -23.692990 0.285996 1.028949 14.736184 -24.183029 4.057417 -4.223736 11.241500 -19.538020 4.571551 -5.188441 6.889472 -13.477945 2.071190 -1.602807 2.906982 -7.939839 -1.702549 3.525507 1.498196 -5.796909 -5.231596 8.361119 2.329176 -7.080586 -8.165021 12.026524 5.304649 -11.119669 -8.657547 12.933547 8.921770 -16.394354 -6.969538 10.223624 12.847846 -21.500030
-3.414955 5.477755 14.991012 -24.440638 0.814681 0.010612 14.477925 -23.833489 3.096308 -2.493748 10.667105 -18.941556 -0.222046 1.763310 6.987730 -15.086100 -6.284729 8.801028 8.973944 -17.418650 -5.231902 7.722556 14.335611 -23.690210 0.264614 0.920061 14.868326 -24.112923 3.940191 -4.198500 11.258323 -19.592744 4.619101 -5.217513 6.931345 -13.501987 2.124066 -1.850348 2.968573 -8.006445 -1.552637 3.276682 1.480398 -5.866014 -5.191755 8.094776 2.300176 -6.997854 -8.027529 12.068562 5.198165 -11.155612 -8.776713 12.742102 8.840610 -16.174965 -6.956767 10.269821 12.779004 -21.512217
