0.004777 0.000000 0.005454 0.000000 0.000000 0.010000 0.000000 0.000000 0.005454 0.000000 0.008185 0.000000 0.000000 0.000000 0.000000 0.010000 0.011556 0.000000 0.002320 0.000000 0.000000 0.010000 0.000000 0.000000 0.002320 0.000000 0.003778 0.000000 0.000000 0.000000 0.000000 0.010000
0.006771 -0.008403 0.007651 -0.009441 -0.008403 0.025286 -0.009441 0.018103 0.007651 -0.009441 0.011552 -0.014303 -0.009441 0.018103 -0.014303 0.036599 0.016291 -0.020158 0.003215 -0.003940 -0.020158 0.047826 -0.003940 0.007554 0.003215 -0.003940 0.005514 -0.006951 -0.003940 0.007554 -0.006951 0.022502
0.006810 -0.012655 0.007222 -0.012629 -0.012655 0.049381 -0.012629 0.040411 0.007222 -0.012629 0.011250 -0.020548 -0.012629 0.040411 -0.020548 0.074635 0.015722 -0.028557 0.002979 -0.004628 -0.028557 0.100316 -0.004628 0.014618 0.002979 -0.004628 0.006278 -0.013042 -0.004628 0.014618 -0.013042 0.051311
0.006380 -0.012837 0.006464 -0.010365 -0.012837 0.060188 -0.010376 0.039159 0.006464 -0.010376 0.010608 -0.019221 -0.010365 0.039159 -0.019221 0.084503 0.014431 -0.025884 0.002790 -0.003442 -0.025884 0.110112 -0.003420 0.011465 0.002790 -0.003420 0.006273 -0.015026 -0.003442 0.011465 -0.015026 0.072671
0.006326 -0.012848 0.006408 -0.008981 -0.012848 0.066135 -0.008965 0.032292 0.006408 -0.008965 0.010773 -0.018682 -0.008981 0.032292 -0.018682 0.086557 0.014424 -0.024191 0.002897 -0.003269 -0.024191 0.107507 -0.003229 0.009042 0.002897 -0.003229 0.006100 -0.014747 -0.003269 0.009042 -0.014747 0.079967
0.006378 -0.012967 0.006566 -0.008797 -0.012967 0.070008 -0.008741 0.028158 0.006566 -0.008741 0.011086 -0.019062 -0.008797 0.028158 -0.019062 0.088801 0.014744 -0.024196 0.003046 -0.003519 -0.024196 0.106331 -0.003485 0.008865 0.003046 -0.003485 0.006069 -0.014189 -0.003519 0.008865 -0.014189 0.080620
0.006371 -0.012994 0.006664 -0.008987 -0.012994 0.071976 -0.008921 0.026708 0.006664 -0.008921 0.011292 -0.019451 -0.008987 0.026708 -0.019451 0.090735 0.014939 -0.024560 0.003128 -0.003739 -0.024560 0.106710 -0.003719 0.009366 0.003128 -0.003719 0.006112 -0.013962 -0.003739 0.009366 -0.013962 0.079971
0.006398 -0.012891 0.006709 -0.009134 -0.012891 0.072552 -0.009075 0.026443 0.006709 -0.009075 0.011322 -0.019642 -0.009134 0.026443 -0.019642 0.091802 0.014999 -0.024757 0.003140 -0.003835 -0.024757 0.107220 -0.003823 0.009752 0.003140 -0.003823 0.006221 -0.013960 -0.003835 0.009752 -0.013960 0.079613
0.006460 -0.012845 0.006728 -0.009211 -0.012845 0.072558 -0.009173 0.026530 0.006728 -0.009173 0.011273 -0.019628 -0.009211 0.026530 -0.019628 0.092104 0.014975 -0.024806 0.003166 -0.003834 -0.024806 0.107446 -0.003825 0.009873 0.003166 -0.003825 0.006355 -0.014104 -0.003834 0.009873 -0.014104 0.079732
0.006572 -0.012895 0.006747 -0.009246 -0.012895 0.072566 -0.009238 0.026687 0.006747 -0.009238 0.011184 -0.019532 -0.009246 0.026687 -0.019532 0.091971 0.014989 -0.024773 0.003133 -0.003850 -0.024773 0.107449 -0.003839 0.009901 0.003133 -0.003839 0.006392 -0.014305 -0.003850 0.009901 -0.014305 0.080175
