0.00617489 0 -1.48917e-05 0 0 0.00870289 0 0 -1.48917e-05 0 0.00609025 0 0 0 0 0.00870289 
0.00942777 -0.0116989 -2.95655e-05 3.7686e-05 -0.0116989 0.0310502 3.7686e-05 -7.2328e-05 -2.95655e-05 3.7686e-05 0.00933423 -0.011589 3.7686e-05 -7.2328e-05 -0.011589 0.0308395 
0.00966999 -0.0180168 -2.05439e-05 9.05235e-05 -0.0180168 0.0664206 9.05235e-05 -0.000300587 -2.05439e-05 9.05235e-05 0.00968928 -0.0180563 9.05235e-05 -0.000300587 -0.0180563 0.0666003 
0.00910486 -0.0174577 -1.24937e-05 9.50051e-05 -0.0174577 0.0783005 0.000101 -0.000518727 -1.24937e-05 0.000101 0.0091399 -0.0177995 9.50051e-05 -0.000518727 -0.0177995 0.0798988 
0.00882716 -0.0163725 -9.85283e-06 6.89152e-05 -0.0163725 0.0787824 7.25487e-05 -0.000511903 -9.85283e-06 7.25487e-05 0.00883077 -0.0167022 6.89152e-05 -0.000511903 -0.0167022 0.0809116 
0.00861486 -0.0157442 -4.47433e-06 4.80441e-05 -0.0157442 0.0770563 4.17438e-05 -0.000370728 -4.47433e-06 4.17438e-05 0.00859448 -0.0159542 4.80441e-05 -0.000370728 -0.0159542 0.0787821 
0.00838357 -0.0152822 2.07121e-06 3.56943e-05 -0.0152822 0.0751 2.50111e-05 -0.000251559 2.07121e-06 2.50111e-05 0.00835959 -0.0154116 3.56943e-05 -0.000251559 -0.0154116 0.0763098 
0.00817505 -0.0149021 -3.3373e-06 2.57722e-05 -0.0149021 0.0733847 1.77912e-05 -0.000182138 -3.3373e-06 1.77912e-05 0.00815934 -0.0150082 2.57722e-05 -0.000182138 -0.0150082 0.0742883 
0.0096076 -0.0175141 -2.92623e-06 3.81576e-05 -0.0175141 0.0863456 3.29751e-05 -0.000201152 -2.92623e-06 3.29751e-05 0.00959854 -0.0176482 3.81576e-05 -0.000201152 -0.0176482 0.0872906 
0.00948736 -0.0172826 1.38488e-06 3.70721e-05 -0.0172826 0.085243 3.69687e-05 -0.000205061 1.38488e-06 3.69687e-05 0.00947142 -0.0174364 3.70721e-05 -0.000205061 -0.0174364 0.0861849 
0.00940084 -0.01711 -1.1853e-05 3.12686e-05 -0.01711 0.0843738 3.28333e-05 -0.000198688 -1.1853e-05 3.28333e-05 0.00937533 -0.0172643 3.12686e-05 -0.000198688 -0.0172643 0.0853342 
0.00933867 -0.0170134 -1.47474e-05 4.68199e-05 -0.0170134 0.0838484 4.80302e-05 -0.000218014 -1.47474e-05 4.80302e-05 0.0093346 -0.0171607 4.68199e-05 -0.000218014 -0.0171607 0.0848143 
0.00928969 -0.016944 -1.30221e-05 5.45979e-05 -0.016944 0.0835128 5.45168e-05 -0.000245042 -1.30221e-05 5.45168e-05 0.00932172 -0.0171184 5.45979e-05 -0.000245042 -0.0171184 0.084525 
0.00928581 -0.0169026 -1.93152e-05 5.47201e-05 -0.0169026 0.0833459 5.31102e-05 -0.000256357 -1.93152e-05 5.31102e-05 0.00929553 -0.0171241 5.47201e-05 -0.000256357 -0.0171241 0.0844612 
0.00926626 -0.0168824 -1.28579e-05 6.10565e-05 -0.0168824 0.0831774 6.25636e-05 -0.000272361 -1.28579e-05 6.25636e-05 0.00926772 -0.0170768 6.10565e-05 -0.000272361 -0.0170768 0.0842987 
0.00926006 -0.0168819 -8.98279e-06 5.24781e-05 -0.0168819 0.0831632 5.85093e-05 -0.000273026 -8.98279e-06 5.85093e-05 0.00924883 -0.0170512 5.24781e-05 -0.000273026 -0.0170512 0.0842138 
0.00925953 -0.0169164 1.19569e-05 4.70572e-05 -0.0169164 0.0833392 5.15235e-05 -0.00026009 1.19569e-05 5.15235e-05 0.0092578 -0.0170611 4.70572e-05 -0.00026009 -0.0170611 0.0843065 
0.00924185 -0.0169025 1.49698e-05 2.42801e-05 -0.0169025 0.0833482 2.59341e-05 -0.000218738 1.49698e-05 2.59341e-05 0.00926956 -0.0170538 2.42801e-05 -0.000218738 -0.0170538 0.0842811 
0.00925752 -0.0168982 4.95842e-06 1.81154e-05 -0.0168982 0.0834072 2.03415e-05 -0.000187331 4.95842e-06 2.03415e-05 0.00926927 -0.0170901 1.81154e-05 -0.000187331 -0.0170901 0.0843997 
