0.003749 0.000000 0.004882 0.000000 0.000000 0.010000 0.000000 0.000000 0.004882 0.000000 0.009373 0.000000 0.000000 0.000000 0.000000 0.010000 0.009266 -0.000000 0.004829 -0.000000 0.000000 0.010000 0.000000 0.000000 0.004829 0.000000 0.004236 0.000000 0.000000 0.000000 0.000000 0.010000 0.012179 0.000000 -0.000391 0.000000 0.000000 0.010000 0.000000 0.000000 -0.000391 0.000000 0.002625 0.000000 0.000000 0.000000 0.000000 0.010000 0.007018 0.000000 -0.003466 0.000000 0.000000 0.010000 0.000000 0.000000 -0.003466 0.000000 0.009875 0.000000 0.000000 0.000000 0.000000 0.010000 0.006492 0.000000 0.003832 0.000000 0.000000 0.010000 0.000000 0.000000 0.003832 0.000000 0.009621 0.000000 0.000000 0.000000 0.000000 0.010000 0.011781 0.000000 0.002014 0.000000 0.000000 0.010000 0.000000 0.000000 0.002014 0.000000 0.002406 0.000000 0.000000 0.000000 0.000000 0.010000 0.010803 0.000000 -0.003673 0.000000 0.000000 0.010000 0.000000 0.000000 -0.003673 -0.000000 0.002506 -0.000000 0.000000 0.000000 0.000000 0.010000 0.006232 0.000000 -0.005692 0.000000 0.000000 0.010000 0.000000 0.000000 -0.005692 0.000000 0.006763 0.000000 0.000000 0.000000 0.000000 0.010000 0.002010 0.000000 -0.003631 0.000000 0.000000 0.010000 0.000000 0.000000 -0.003631 0.000000 0.010901 0.000000 0.000000 0.000000 0.000000 0.010000 0.000822 0.000000 0.000993 0.000000 0.000000 0.010000 0.000000 0.000000 0.000993 0.000000 0.012109 0.000000 0.000000 0.000000 0.000000 0.010000
0.005340 -0.006643 0.006843 -0.008441 -0.006643 0.021913 -0.008441 0.016184 0.006843 -0.008441 0.013221 -0.016365 -0.008441 0.016184 -0.016365 0.040552 0.013079 -0.016195 0.006754 -0.008322 -0.016195 0.040227 -0.008322 0.015957 0.006754 -0.008322 0.006044 -0.007528 -0.008322 0.015957 -0.007528 0.023608 0.017155 -0.021217 -0.000543 0.000666 -0.021217 0.049856 0.000666 -0.001277 -0.000543 0.000666 0.003881 -0.004924 0.000666 -0.001277 -0.004924 0.018616 0.010060 -0.012561 -0.004764 0.005812 -0.012561 0.033260 0.005812 -0.011144 -0.004764 0.005812 0.013988 -0.017354 0.005812 -0.011144 -0.017354 0.042449 0.009306 -0.011620 0.005288 -0.006466 -0.011620 0.031455 -0.006466 0.012398 0.005288 -0.006466 0.013624 -0.016900 -0.006466 0.012398 -0.016900 0.041579 0.016600 -0.020534 0.002807 -0.003451 -0.020534 0.048547 -0.003451 0.006617 0.002807 -0.003451 0.003533 -0.004468 -0.003451 0.006617 -0.004468 0.017741 0.015227 -0.018840 -0.005144 0.006341 -0.018840 0.045299 0.006341 -0.012158 -0.005144 0.006341 0.003609 -0.004519 0.006341 -0.012158 -0.004519 0.017838 0.008813 -0.010924 -0.007983 0.009850 -0.010924 0.030120 0.009850 -0.018886 -0.007983 0.009850 0.009558 -0.011843 0.009850 -0.018886 -0.011843 0.031883 0.002886 -0.003606 -0.005095 0.006288 -0.003606 0.016088 0.006288 -0.012057 -0.005095 0.006288 0.015361 -0.019003 0.006288 -0.012057 -0.019003 0.045610 0.001221 -0.001552 0.001393 -0.001719 -0.001552 0.012151 -0.001719 0.003295 0.001393 -0.001719 0.017056 -0.021094 -0.001719 0.003295 -0.021094 0.049621
0.005445 -0.010490 0.006409 -0.011182 -0.010490 0.042507 -0.011182 0.035749 0.006409 -0.011182 0.012899 -0.023368 -0.011182 0.035749 -0.023368 0.083679 0.012774 -0.023292 0.006269 -0.010780 -0.023292 0.083479 -0.010780 0.034392 0.006269 -0.010780 0.006276 -0.012064 -0.010780 0.034392 -0.012064 0.047659 0.016551 -0.029800 -0.000618 0.000803 -0.029800 0.104241 0.000803 -0.002545 -0.000618 0.000803 0.004633 -0.010144 0.000803 -0.002545 -0.010144 0.041978 0.010412 -0.020342 -0.004160 0.006353 -0.020342 0.074617 0.006353 -0.019899 -0.004160 0.006353 0.013782 -0.025580 0.006353 -0.019899 -0.025580 0.091025 0.009769 -0.018939 0.004641 -0.007318 -0.018939 0.070082 -0.007318 0.023020 0.004641 -0.007318 0.013424 -0.024916 -0.007318 0.023020 -0.024916 0.088880 0.016058 -0.028948 0.002563 -0.004301 -0.028948 0.101533 -0.004301 0.013672 0.002563 -0.004301 0.004128 -0.008921 -0.004301 0.013672 -0.008921 0.037881 0.014857 -0.026683 -0.004688 0.008307 -0.026683 0.094287 0.008307 -0.026532 -0.004688 0.008307 0.003852 -0.007919 0.008307 -0.026532 -0.007919 0.034360 0.008690 -0.016055 -0.007509 0.013149 -0.016055 0.060267 0.013149 -0.042070 -0.007509 0.013149 0.009443 -0.017282 0.013149 -0.042070 -0.017282 0.064193 0.003124 -0.006165 -0.004849 0.008437 -0.006165 0.028589 0.008437 -0.027007 -0.004849 0.008437 0.014838 -0.026824 0.008437 -0.027007 -0.026824 0.094718 0.001515 -0.003442 0.001262 -0.002303 -0.003442 0.019883 -0.002303 0.007371 0.001262 -0.002303 0.016480 -0.029631 -0.002303 0.007371 -0.029631 0.103702
0.005226 -0.011213 0.005724 -0.009019 -0.011213 0.054689 -0.009010 0.033844 0.005724 -0.009010 0.012042 -0.021692 -0.009019 0.033844 -0.021692 0.093822 0.011892 -0.021759 0.005589 -0.008425 -0.021759 0.094488 -0.008421 0.031058 0.005589 -0.008421 0.006122 -0.013026 -0.008425 0.031058 -0.013026 0.062205 0.015264 -0.026839 -0.000587 0.000751 -0.026839 0.113241 0.000728 -0.002278 -0.000587 0.000728 0.004649 -0.012616 0.000751 -0.002278 -0.012616 0.063556 0.009608 -0.020342 -0.003719 0.004406 -0.020342 0.092235 0.004409 -0.014181 -0.003719 0.004409 0.012862 -0.023908 0.004406 -0.014181 -0.023908 0.103824 0.009021 -0.019398 0.004148 -0.005094 -0.019398 0.088313 -0.005102 0.016930 0.004148 -0.005102 0.012550 -0.023405 -0.005094 0.016930 -0.023405 0.101899 0.014841 -0.026218 0.002248 -0.003218 -0.026218 0.110982 -0.003218 0.011507 0.002248 -0.003218 0.004216 -0.011242 -0.003218 0.011507 -0.011242 0.057416 0.013824 -0.024499 -0.004108 0.006431 -0.024499 0.104242 0.006469 -0.024296 -0.004108 0.006469 0.003833 -0.009391 0.006431 -0.024296 -0.009391 0.048498 0.008325 -0.015595 -0.006752 0.010739 -0.015595 0.070823 0.010731 -0.040533 -0.006752 0.010731 0.008754 -0.016667 0.010739 -0.040533 -0.016667 0.074717 0.003194 -0.007408 -0.004408 0.007001 -0.007408 0.039503 0.007017 -0.026435 -0.004408 0.007017 0.013691 -0.024357 0.007001 -0.026435 -0.024357 0.103885 0.001691 -0.005144 0.001070 -0.001834 -0.005144 0.031142 -0.001817 0.007059 0.001070 -0.001817 0.015212 -0.026726 -0.001834 0.007059 -0.026726 0.112743
0.005294 -0.011533 0.005725 -0.007783 -0.011533 0.062429 -0.007755 0.027368 0.005725 -0.007755 0.012068 -0.020786 -0.007783 0.027368 -0.020786 0.094544 0.011796 -0.020785 0.005653 -0.007252 -0.020785 0.095423 -0.007246 0.024318 0.005653 -0.007246 0.006292 -0.013306 -0.007252 0.024318 -0.013306 0.070249 0.015296 -0.025162 -0.000636 0.000726 -0.025162 0.110111 0.000697 -0.001980 -0.000636 0.000697 0.004440 -0.012559 0.000726 -0.001980 -0.012559 0.072666 0.009343 -0.018888 -0.003870 0.004130 -0.018888 0.093729 0.004125 -0.010917 -0.003870 0.004125 0.012832 -0.022501 0.004130 -0.010917 -0.022501 0.102984 0.008702 -0.018112 0.004302 -0.004691 -0.018112 0.091029 -0.004689 0.012844 0.004302 -0.004689 0.012541 -0.022096 -0.004691 0.012844 -0.022096 0.101612 0.014883 -0.024642 0.002250 -0.002761 -0.024642 0.108440 -0.002765 0.008700 0.002250 -0.002765 0.004106 -0.011583 -0.002761 0.008700 -0.011583 0.067639 0.013884 -0.023263 -0.004079 0.005390 -0.023263 0.103301 0.005463 -0.018933 -0.004079 0.005463 0.003855 -0.010012 0.005390 -0.018933 -0.010012 0.058366 0.008480 -0.015571 -0.006733 0.009303 -0.015571 0.075493 0.009323 -0.033292 -0.006733 0.009323 0.008717 -0.016193 0.009303 -0.033292 -0.016193 0.078292 0.003250 -0.008280 -0.004368 0.006151 -0.008280 0.048916 0.006186 -0.022153 -0.004368 0.006186 0.013754 -0.022954 0.006151 -0.022153 -0.022954 0.102212 0.001758 -0.006223 0.001011 -0.001509 -0.006223 0.041896 -0.001467 0.005608 0.001011 -0.001467 0.015258 -0.025085 -0.001509 0.005608 -0.025085 0.109757
0.005313 -0.011769 0.005874 -0.007715 -0.011769 0.067077 -0.007689 0.023944 0.005874 -0.007689 0.012387 -0.020915 -0.007715 0.023944 -0.020915 0.095449 0.011927 -0.020707 0.005898 -0.007361 -0.020707 0.095822 -0.007334 0.021497 0.005898 -0.007334 0.006499 -0.013538 -0.007361 0.021497 -0.013538 0.074259 0.015679 -0.025253 -0.000552 0.000798 -0.025253 0.108978 0.000777 -0.002005 -0.000552 0.000777 0.004317 -0.011928 0.000798 -0.002005 -0.011928 0.074000 0.009560 -0.018316 -0.004012 0.004510 -0.018316 0.092291 0.004502 -0.010918 -0.004012 0.004502 0.013088 -0.022390 0.004510 -0.010918 -0.022390 0.101996 0.008747 -0.017437 0.004523 -0.005102 -0.017437 0.089831 -0.005090 0.012610 0.004523 -0.005090 0.012767 -0.021994 -0.005102 0.012610 -0.021994 0.100831 0.015231 -0.024734 0.002362 -0.002818 -0.024734 0.107522 -0.002827 0.007794 0.002362 -0.002827 0.004001 -0.011204 -0.002818 0.007794 -0.011204 0.070454 0.014226 -0.023401 -0.004191 0.005334 -0.023401 0.103264 0.005400 -0.016314 -0.004191 0.005400 0.003853 -0.010126 0.005334 -0.016314 -0.010126 0.063433 0.008627 -0.015978 -0.006921 0.009139 -0.015978 0.079164 0.009191 -0.029116 -0.006921 0.009191 0.008940 -0.016286 0.009139 -0.029116 -0.016286 0.080763 0.003282 -0.008663 -0.004469 0.006018 -0.008663 0.055342 0.006044 -0.019497 -0.004469 0.006044 0.014100 -0.023113 0.006018 -0.019497 -0.023113 0.102021 0.001753 -0.006620 0.001016 -0.001405 -0.006620 0.049013 -0.001353 0.004634 0.001016 -0.001353 0.015633 -0.025198 -0.001405 0.004634 -0.025198 0.108736
0.005333 -0.011730 0.005979 -0.007928 -0.011730 0.069078 -0.007907 0.023019 0.005979 -0.007907 0.012564 -0.021266 -0.007928 0.023019 -0.021266 0.096608 0.011989 -0.020791 0.006048 -0.007746 -0.020791 0.096202 -0.007698 0.021289 0.006048 -0.007698 0.006665 -0.013690 -0.007746 0.021289 -0.013690 0.075979 0.015909 -0.025705 -0.000545 0.000700 -0.025705 0.109559 0.000698 -0.001929 -0.000545 0.000698 0.004337 -0.011531 0.000700 -0.001929 -0.011531 0.073198 0.009670 -0.018497 -0.004055 0.004725 -0.018497 0.091900 0.004722 -0.011548 -0.004055 0.004722 0.013311 -0.022660 0.004725 -0.011548 -0.022660 0.102156 0.008918 -0.017358 0.004620 -0.005446 -0.017358 0.088992 -0.005438 0.013432 0.004620 -0.005438 0.012894 -0.022207 -0.005446 0.013432 -0.022207 0.100934 0.015435 -0.025136 0.002448 -0.003001 -0.025136 0.108073 -0.003006 0.007914 0.002448 -0.003006 0.003971 -0.010834 -0.003001 0.007914 -0.010834 0.070332 0.014462 -0.023784 -0.004222 0.005527 -0.023784 0.104094 0.005570 -0.015741 -0.004222 0.005570 0.003834 -0.010008 0.005527 -0.015741 -0.010008 0.065184 0.008777 -0.016152 -0.007050 0.009378 -0.016152 0.081306 0.009419 -0.027771 -0.007050 0.009419 0.008992 -0.016528 0.009378 -0.027771 -0.016528 0.082466 0.003254 -0.008706 -0.004499 0.006129 -0.008706 0.058539 0.006135 -0.018470 -0.004499 0.006135 0.014339 -0.023533 0.006129 -0.018470 -0.023533 0.102992 0.001746 -0.006614 0.001038 -0.001400 -0.006614 0.052401 -0.001357 0.004218 0.001038 -0.001357 0.015860 -0.025642 -0.001400 0.004218 -0.025642 0.109354
0.005312 -0.011632 0.005997 -0.008093 -0.011632 0.069531 -0.008075 0.023032 0.005997 -0.008075 0.012643 -0.021420 -0.008093 0.023032 -0.021420 0.097311 0.011995 -0.020784 0.006088 -0.007977 -0.020784 0.096267 -0.007923 0.021746 0.006088 -0.007923 0.006763 -0.013803 -0.007977 0.021746 -0.013803 0.076649 0.015974 -0.025944 -0.000606 0.000674 -0.025944 0.110227 0.000682 -0.001826 -0.000606 0.000682 0.004414 -0.011465 0.000674 -0.001826 -0.011465 0.072569 0.009720 -0.018649 -0.004033 0.004745 -0.018649 0.092140 0.004743 -0.011797 -0.004033 0.004743 0.013418 -0.022905 0.004745 -0.011797 -0.022905 0.102660 0.009107 -0.017537 0.004625 -0.005553 -0.017537 0.088976 -0.005553 0.013967 0.004625 -0.005553 0.012905 -0.022323 -0.005553 0.013967 -0.022323 0.101175 0.015518 -0.025337 0.002425 -0.003133 -0.025337 0.108642 -0.003130 0.008252 0.002425 -0.003130 0.003966 -0.010658 -0.003133 0.008252 -0.010658 0.069691 0.014573 -0.024017 -0.004184 0.005604 -0.024017 0.104791 0.005635 -0.015754 -0.004184 0.005635 0.003789 -0.009863 0.005604 -0.015754 -0.009863 0.065401 0.008769 -0.016242 -0.007088 0.009575 -0.016242 0.082204 0.009603 -0.027623 -0.007088 0.009603 0.009063 -0.016531 0.009575 -0.027623 -0.016531 0.083174 0.003234 -0.008578 -0.004498 0.006183 -0.008578 0.059586 0.006170 -0.018143 -0.004498 0.006170 0.014422 -0.023784 0.006183 -0.018143 -0.023784 0.103829 0.001764 -0.006508 0.001113 -0.001427 -0.006508 0.053531 -0.001400 0.004128 0.001113 -0.001400 0.015919 -0.025874 -0.001427 0.004128 -0.025874 0.110018
0.005414 -0.011525 0.006043 -0.008144 -0.011525 0.069374 -0.008127 0.023182 0.006043 -0.008127 0.012566 -0.021473 -0.008144 0.023182 -0.021473 0.097570 0.012066 -0.020750 0.006052 -0.008035 -0.020750 0.096150 -0.007988 0.022055 0.006052 -0.007988 0.006730 -0.013889 -0.008035 0.022055 -0.013889 0.076949 0.015972 -0.025995 -0.000681 0.000749 -0.025995 0.110507 0.000749 -0.001900 -0.000681 0.000749 0.004458 -0.011570 0.000749 -0.001900 -0.011570 0.072517 0.009687 -0.018725 -0.004006 0.004692 -0.018725 0.092388 0.004688 -0.011733 -0.004006 0.004688 0.013476 -0.023026 0.004692 -0.011733 -0.023026 0.103045 0.009146 -0.017787 0.004581 -0.005525 -0.017787 0.089439 -0.005534 0.014068 0.004581 -0.005534 0.012956 -0.022327 -0.005525 0.014068 -0.022327 0.101251 0.015524 -0.025407 0.002423 -0.003112 -0.025407 0.108906 -0.003112 0.008378 0.002423 -0.003112 0.003998 -0.010607 -0.003112 0.008378 -0.010607 0.069264 0.014597 -0.024123 -0.004163 0.005566 -0.024123 0.105168 0.005597 -0.015721 -0.004163 0.005597 0.003772 -0.009738 0.005566 -0.015721 -0.009738 0.065130 0.008741 -0.016174 -0.007086 0.009663 -0.016174 0.082348 0.009675 -0.027750 -0.007086 0.009675 0.009108 -0.016553 0.009663 -0.027750 -0.016553 0.083349 0.003255 -0.008464 -0.004514 0.006195 -0.008464 0.059665 0.006173 -0.018029 -0.004514 0.006173 0.014416 -0.023859 0.006195 -0.018029 -0.023859 0.104223 0.001797 -0.006451 0.001172 -0.001518 -0.006451 0.053752 -0.001518 0.004277 0.001172 -0.001518 0.015916 -0.025917 -0.001518 0.004277 -0.025917 0.110281
0.005465 -0.011616 0.006043 -0.008204 -0.011616 0.069349 -0.008207 0.023365 0.006043 -0.008207 0.012545 -0.021362 -0.008204 0.023365 -0.021362 0.097449 0.012141 -0.020832 0.006009 -0.007971 -0.020832 0.096202 -0.007948 0.022068 0.006009 -0.007948 0.006672 -0.013850 -0.007971 0.022068 -0.013850 0.076990 0.015956 -0.025983 -0.000777 0.000852 -0.025983 0.110547 0.000840 -0.002106 -0.000777 0.000840 0.004526 -0.011661 0.000852 -0.002106 -0.011661 0.072731 0.009562 -0.018696 -0.003948 0.004648 -0.018696 0.092448 0.004642 -0.011602 -0.003948 0.004642 0.013589 -0.023093 0.004648 -0.011602 -0.023093 0.103276 0.009099 -0.017867 0.004544 -0.005451 -0.017867 0.089819 -0.005457 0.013926 0.004544 -0.005457 0.013021 -0.022391 -0.005451 0.013926 -0.022391 0.101361 0.015482 -0.025409 0.002505 -0.003100 -0.025409 0.108975 -0.003102 0.008375 0.002505 -0.003102 0.004092 -0.010648 -0.003100 0.008375 -0.010648 0.069165 0.014613 -0.024148 -0.004136 0.005538 -0.024148 0.105321 0.005567 -0.015645 -0.004136 0.005567 0.003765 -0.009686 0.005538 -0.015645 -0.009686 0.064862 0.008700 -0.016099 -0.007075 0.009686 -0.016099 0.082181 0.009682 -0.027851 -0.007075 0.009682 0.009162 -0.016593 0.009686 -0.027851 -0.016593 0.083431 0.003309 -0.008442 -0.004561 0.006221 -0.008442 0.059557 0.006207 -0.018044 -0.004561 0.006207 0.014371 -0.023839 0.006221 -0.018044 -0.023839 0.104295 0.001825 -0.006462 0.001158 -0.001602 -0.006462 0.053785 -0.001623 0.004529 0.001158 -0.001623 0.015915 -0.025901 -0.001602 0.004529 -0.025901 0.110304
