5.456983 0.000000 -9.319044 0.000000 -1.046799 0.000000 -11.854593 0.000000 -1.740321 0.000000 -5.532312 0.000000 4.571391 0.000000 -9.893758 0.000000 -2.968673 0.000000 -10.475270 0.000000 -4.741997 0.000000 -4.310067 0.000000 0.036615 0.000000 -0.720010 0.000000 5.487562 0.000000 -3.366858 0.000000
7.622939 -9.438519 -13.051590 16.277983 -1.425743 1.785943 -16.662441 20.655119 -2.447948 2.845398 -8.031810 10.061385 6.373580 -7.814925 -14.172563 17.329838 -4.199818 5.080992 -14.788477 18.279571 -6.514518 8.189008 -6.003004 7.609014 0.107089 -0.073370 -1.047461 1.372360 7.621943 -9.514303 -4.765037 5.958101
7.102253 -12.532626 -12.735352 23.174185 -1.230306 2.102320 -16.107511 28.996509 -1.824796 2.613816 -8.646107 17.582333 5.523301 -9.687696 -14.077984 25.415652 -3.763943 6.349057 -14.508378 25.995819 -5.993064 10.590395 -6.084629 11.565808 0.286738 -0.270551 -1.355462 3.125979 7.056718 -12.770354 -4.769779 9.318433
6.346721 -10.170256 -11.905896 21.533747 -0.919841 1.368134 -14.896570 26.177357 -1.530625 1.058258 -8.113883 18.472867 4.771580 -7.160589 -13.235980 23.933202 -3.345870 4.501395 -13.357924 24.012433 -5.137467 8.223908 -5.687983 12.032378 0.376815 -0.612339 -1.571633 4.844101 6.347108 -10.495409 -4.592527 9.872234
6.379270 -8.863408 -12.050337 20.633081 -0.783988 0.875165 -14.851421 24.607849 -1.707934 0.898060 -7.673589 17.246133 4.788073 -6.249378 -13.170554 22.766901 -3.391181 3.748767 -13.378963 22.632402 -5.051380 6.663495 -5.698270 12.113170 0.284653 -0.842416 -1.665581 6.011673 6.204049 -9.202638 -4.582794 10.278545
6.385439 -8.880455 -12.113525 20.871637 -0.848752 0.624027 -15.105027 24.613550 -1.950238 1.264792 -7.501199 16.336613 4.962642 -6.373979 -13.228055 22.652225 -3.501640 3.858353 -13.497112 22.683953 -5.117677 6.386551 -5.737559 12.255662 0.297044 -0.786747 -1.672026 6.491664 6.432221 -8.911739 -4.725664 10.505742
6.424454 -8.960497 -12.145107 20.908103 -0.831554 0.629863 -15.056045 24.882803 -1.827636 1.643241 -7.416093 15.924036 5.072301 -6.616739 -13.181967 22.639802 -3.470596 4.065706 -13.626239 22.788213 -5.306823 6.450375 -5.779938 12.240058 0.348891 -0.778552 -1.610190 6.531023 6.623222 -9.139210 -4.757793 10.657160
6.500602 -9.011022 -12.312155 20.804120 -0.939773 0.572673 -14.890435 24.741032 -1.663130 1.565717 -7.399377 15.737928 5.098813 -6.725316 -13.034430 22.483977 -3.330359 4.054816 -13.599618 22.834179 -5.363024 6.696639 -5.796377 12.173754 0.229896 -0.835423 -1.611988 6.355617 6.559321 -9.398351 -4.736328 10.616778
6.415590 -9.100029 -12.117661 20.908986 -1.073705 0.646503 -14.751845 24.428457 -1.654869 1.353986 -7.323393 15.687186 5.228792 -6.723803 -12.939891 22.231765 -3.245599 3.861455 -13.545678 22.728478 -5.437579 6.830708 -5.940014 12.098961 0.220753 -0.696985 -1.581777 6.235383 6.592285 -9.369160 -4.774259 10.493067
6.331073 -9.012851 -12.034836 20.671923 -1.184976 0.804628 -14.697265 24.169342 -1.786560 1.299756 -7.288679 15.558667 5.249441 -6.871992 -12.837945 22.055653 -3.167332 3.710444 -13.568922 22.604234 -5.420944 6.959525 -6.022295 12.206780 0.335605 -0.651049 -1.576232 6.119587 6.603669 -9.404833 -4.819500 10.454934
