6.966928 0.000000 -6.371091 0.000000 12.189500 0.000000 0.085544 0.000000
9.814662 -12.195299 -8.930641 11.040886 17.242070 -21.234954 0.097132 -0.122431
9.599912 -17.696210 -8.385600 14.888699 16.524735 -29.921728 0.024665 0.098993
9.030627 -16.841594 -7.570356 12.379949 14.914215 -26.835315 -0.112289 0.413965
9.112218 -16.430302 -7.537321 10.950631 14.938335 -24.729558 -0.341221 0.641413
9.097928 -16.665114 -7.662487 10.819921 15.147083 -24.698370 -0.424757 0.959966
9.035816 -16.617243 -7.650372 10.980898 15.224404 -24.899799 -0.547885 1.122371
9.165372 -16.398919 -7.642937 10.975774 15.336799 -24.891488 -0.638805 1.320391
9.213980 -16.436797 -7.673779 10.940626 15.165438 -24.943994 -0.569864 1.498509
9.244978 -16.471481 -7.645941 10.968180 15.040827 -24.720490 -0.621476 1.445408
9.268601 -16.503629 -7.677526 10.945976 14.912510 -24.511519 -0.732229 1.482892
9.123077 -16.535964 -7.560127 10.983102 14.765712 -24.302878 -0.836061 1.629346
9.121753 -16.363029 -7.528782 10.849877 14.717199 -24.069365 -0.851355 1.803188
9.158164 -16.326067 -7.597104 10.776131 14.662801 -23.951223 -0.883252 1.852513
9.182139 -16.366733 -7.566288 10.840531 14.705114 -23.854305 -0.840068 1.874701
9.000526 -16.416300 -7.462532 10.809533 14.646384 -23.883508 -0.808700 1.800001
8.855695 -16.213261 -7.339990 10.667329 14.533434 -23.818623 -0.760570 1.720170
8.780087 -15.998968 -7.314774 10.476826 14.516487 -23.664218 -0.784616 1.629461
8.874950 -15.861552 -7.336973 10.398843 14.496990 -23.606819 -0.847730 1.619819
8.944138 -15.945779 -7.346407 10.407064 14.475281 -23.568594 -0.891435 1.687116
8.881301 -16.040100 -7.261997 10.421828 14.354288 -23.531687 -0.869276 1.767780
8.892237 -15.963729 -7.286124 10.330700 14.263593 -23.372584 -0.989062 1.763736
9.075382 -15.929620 -7.317448 10.359826 14.323658 -23.221429 -1.053744 1.922590
9.064337 -16.124808 -7.285627 10.418558 14.312143 -23.258003 -1.012798 2.056457
9.116241 -16.137494 -7.419364 10.401534 14.339877 -23.251946 -0.970124 2.027392
9.142735 -16.186400 -7.445243 10.580258 14.314286 -23.285681 -0.975254 1.952159
9.159396 -16.220283 -7.447910 10.669058 14.145996 -23.262573 -0.974767 1.939625
9.117144 -16.239828 -7.402764 10.701860 14.221174 -23.048484 -1.043395 1.949274
9.133165 -16.178834 -7.333286 10.663788 13.997662 -23.089901 -1.015161 2.041826
9.058721 -16.177747 -7.283512 10.570390 13.842514 -22.822753 -1.138743 2.013089
8.948983 -16.088077 -7.268039 10.481984 13.919433 -22.566070 -1.293246 2.162649
8.794719 -15.942684 -7.170619 10.438200 13.898770 -22.597502 -1.307629 2.406458
8.785023 -15.736057 -7.144598 10.300333 14.032101 -22.577098 -1.264361 2.488286
8.692540 -15.696970 -7.078568 10.220907 14.113143 -22.737185 -1.068726 2.449841
8.720385 -15.590273 -7.147315 10.107029 14.049167 -22.878944 -0.993526 2.162298
8.706893 -15.606122 -7.058410 10.161699 14.140736 -22.837019 -0.998702 1.972968
8.547907 -15.596878 -6.881015 10.059881 14.026897 -22.941178 -0.938957 1.939838
8.594735 -15.397391 -6.916051 9.810792 13.982034 -22.825496 -0.997425 1.852383
8.503016 -15.409994 -6.849417 9.790668 14.010281 -22.742470 -1.041396 1.901060
8.449692 -15.306341 -6.828936 9.698925 14.071318 -22.757098 -1.051599 1.964565
8.435121 -15.223262 -6.805796 9.649080 13.918701 -22.835900 -0.945582 1.984272
8.400975 -15.192079 -6.756984 9.605194 13.936580 -22.666762 -1.005461 1.838910
8.363941 -15.145358 -6.717857 9.530764 14.009925 -22.649450 -0.991314 1.865952
8.337888 -15.086502 -6.674278 9.464370 13.974964 -22.736541 -0.936153 1.842309
8.507130 -15.035743 -6.740633 9.396479 13.964926 -22.715118 -0.890093 1.748354
8.498980 -15.239971 -6.819617 9.452062 13.939233 -22.698757 -0.899079 1.652473
8.381136 -15.293238 -6.778132 9.551510 14.093313 -22.663759 -0.882653 1.628442
8.245026 -15.188155 -6.743026 9.512195 14.003637 -22.846805 -0.765159 1.590656
8.223247 -15.029135 -6.779308 9.444902 13.901346 -22.781216 -0.744748 1.406786
8.224630 -14.991685 -6.705159 9.462645 13.901988 -22.640275 -0.777006 1.317569
8.259309 -15.003977 -6.734480 9.359858 13.902602 -22.608246 -0.790584 1.320150
8.254200 -15.056184 -6.745019 9.360370 13.886285 -22.602280 -0.815564 1.317803
8.362567 -15.056409 -6.776178 9.374969 13.850790 -22.580921 -0.893669 1.340860
8.436293 -15.183150 -6.832580 9.418016 13.904264 -22.530649 -0.966670 1.463768
8.526215 -15.295117 -6.984994 9.498822 13.855412 -22.582729 -1.013802 1.620164
8.499669 -15.415736 -6.953945 9.719884 13.886667 -22.532518 -1.095888 1.750074
8.692645 -15.383886 -7.025336 9.756906 13.878865 -22.556688 -1.103709 1.924157
8.771080 -15.578721 -7.000929 9.875517 13.941904 -22.550827 -1.124305 2.004110
8.981726 -15.677383 -7.113241 9.895984 13.970297 -22.626415 -1.107760 2.064300
8.824556 -15.922804 -7.035543 10.060017 14.112479 -22.679022 -1.122493 2.069746
8.709970 -15.755558 -6.985584 10.027199 13.992461 -22.867045 -1.103159 2.106757
8.702820 -15.548709 -6.903636 9.985987 13.822863 -22.762491 -1.136065 2.119626
8.912581 -15.470207 -7.004105 9.893767 13.619424 -22.526441 -1.179809 2.197208
8.784545 -15.693718 -6.930259 10.004342 13.702553 -22.217214 -1.251292 2.271730
8.831993 -15.568368 -6.964975 9.953068 13.708424 -22.246261 -1.281149 2.345361
8.851387 -15.586719 -7.020471 9.995238 13.677598 -22.260819 -1.268177 2.368295
8.807269 -15.611888 -6.968118 10.079808 13.614215 -22.225818 -1.304326 2.360977
8.809285 -15.568723 -6.988063 10.033228 13.493157 -22.137807 -1.328515 2.424330
8.693751 -15.576973 -6.981351 10.035205 13.462383 -21.965375 -1.423402 2.488493
8.652978 -15.456785 -7.072077 10.016464 13.430166 -21.884437 -1.385832 2.632683
8.755120 -15.388675 -7.073780 10.126130 13.284323 -21.824883 -1.428698 2.608364
8.846027 -15.499407 -7.053815 10.156120 13.163312 -21.630488 -1.512377 2.641141
8.893694 -15.623438 -7.074634 10.140546 13.117626 -21.432483 -1.609356 2.769116
8.864350 -15.681719 -6.992205 10.178145 12.997637 -21.326112 -1.645100 2.935170
8.774082 -15.628775 -6.916486 10.105612 12.973473 -21.150151 -1.664261 3.021954
8.790632 -15.473129 -6.861439 10.019309 12.863648 -21.077715 -1.603845 3.057907
