0.010295 0.000000 0.003489 0.000000 0.000000 0.010000 0.000000 0.000000 0.003489 0.000000 0.005788 0.000000 0.000000 0.000000 0.000000 0.010000 0.012191 0.000000 0.000226 0.000000 0.000000 0.010000 0.000000 0.000000 0.000226 0.000000 0.000760 0.000000 0.000000 0.000000 0.000000 0.010000
0.014554 -0.018036 0.004816 -0.005890 -0.018036 0.043758 -0.005890 0.011293 0.004816 -0.005890 0.008334 -0.010430 -0.005890 0.011293 -0.010430 0.029173 0.017171 -0.021236 0.000317 -0.000391 -0.021236 0.049894 -0.000391 0.000750 0.000317 -0.000391 0.001135 -0.001447 -0.000391 0.000750 -0.001447 0.011949
0.014348 -0.026197 0.004150 -0.006675 -0.026197 0.092908 -0.006675 0.021001 0.004150 -0.006675 0.008888 -0.017576 -0.006675 0.021001 -0.017576 0.065786 0.016577 -0.029822 0.000357 -0.000524 -0.029822 0.104312 -0.000524 0.001676 0.000357 -0.000524 0.001461 -0.003332 -0.000524 0.001676 -0.003332 0.019541
0.013262 -0.024425 0.003710 -0.004553 -0.024425 0.105049 -0.004558 0.015315 0.003710 -0.004558 0.008529 -0.018425 -0.004553 0.015315 -0.018425 0.085090 0.015284 -0.026868 0.000406 -0.000516 -0.026868 0.113311 -0.000498 0.001751 0.000406 -0.000498 0.001659 -0.005124 -0.000516 0.001751 -0.005124 0.031086
0.013173 -0.022914 0.003861 -0.004175 -0.022914 0.103969 -0.004175 0.011476 0.003861 -0.004175 0.008430 -0.017581 -0.004175 0.011476 -0.017581 0.089135 0.015321 -0.025185 0.000409 -0.000591 -0.025185 0.110172 -0.000545 0.001747 0.000409 -0.000545 0.001725 -0.006244 -0.000591 0.001747 -0.006244 0.042111
0.013466 -0.022756 0.004029 -0.004548 -0.022756 0.102876 -0.004541 0.011213 0.004029 -0.004541 0.008462 -0.017177 -0.004548 0.011213 -0.017177 0.088863 0.015695 -0.025281 0.000410 -0.000604 -0.025281 0.109042 -0.000557 0.001758 0.000410 -0.000557 0.001718 -0.006625 -0.000604 0.001758 -0.006625 0.049268
0.013692 -0.023064 0.004073 -0.004809 -0.023064 0.103064 -0.004804 0.011847 0.004073 -0.004804 0.008540 -0.017108 -0.004809 0.011847 -0.017108 0.088398 0.015926 -0.025724 0.000379 -0.000587 -0.025724 0.109613 -0.000560 0.001720 0.000379 -0.000560 0.001690 -0.006599 -0.000587 0.001720 -0.006599 0.052568
0.013869 -0.023307 0.003997 -0.004845 -0.023307 0.103583 -0.004846 0.012170 0.003997 -0.004846 0.008527 -0.017181 -0.004845 0.012170 -0.017181 0.088324 0.015998 -0.025963 0.000333 -0.000530 -0.025963 0.110272 -0.000524 0.001613 0.000333 -0.000524 0.001673 -0.006456 -0.000530 0.001613 -0.006456 0.053568
0.013954 -0.023505 0.003941 -0.004725 -0.023505 0.104075 -0.004735 0.012048 0.003941 -0.004735 0.008465 -0.017185 -0.004725 0.012048 -0.017185 0.088355 0.016006 -0.026024 0.000324 -0.000454 -0.026024 0.110567 -0.000466 0.001446 0.000324 -0.000466 0.001674 -0.006337 -0.000454 0.001446 -0.006337 0.053602
0.013886 -0.023609 0.004009 -0.004639 -0.023609 0.104426 -0.004655 0.011811 0.004009 -0.004655 0.008439 -0.017125 -0.004639 0.011811 -0.017125 0.088293 0.016003 -0.026024 0.000320 -0.000433 -0.026024 0.110635 -0.000449 0.001330 0.000320 -0.000449 0.001696 -0.006282 -0.000433 0.001330 -0.006282 0.053404
