0.00746737 0 -0.00400907 0 0 0.00999065 0 0 -0.00400907 0 0.00728805 0 0 0 0 0.00999065 
0.0102304 -0.0126933 -0.00555332 0.00682028 -0.0126933 0.033533 0.00682028 -0.0130959 -0.00555332 0.00682028 0.0106212 -0.0132025 0.00682028 -0.0130959 -0.0132025 0.034504 
0.0103451 -0.0191378 -0.00498886 0.00830687 -0.0191378 0.0703181 0.00830687 -0.0263308 -0.00498886 0.00830687 0.0106887 -0.0202398 0.00830687 -0.0263308 -0.0202398 0.074039 
0.00995139 -0.018926 -0.00441263 0.00607885 -0.018926 0.0841846 0.00609034 -0.021546 -0.00441263 0.00609034 0.00987095 -0.0198798 0.00607885 -0.021546 -0.0198798 0.0892293 
0.00997831 -0.0184232 -0.00452365 0.00534513 -0.0184232 0.0875813 0.00535609 -0.0165283 -0.00452365 0.00535609 0.00973734 -0.0187956 0.00534513 -0.0165283 -0.0187956 0.0916449 
0.0100679 -0.0183597 -0.00475019 0.00562246 -0.0183597 0.0887088 0.00561196 -0.0153015 -0.00475019 0.00561196 0.00991025 -0.0185068 0.00562246 -0.0153015 -0.0185068 0.0914728 
0.0101774 -0.018372 -0.00483581 0.005979 -0.018372 0.0892499 0.00595876 -0.015681 -0.00483581 0.00595876 0.010056 -0.018635 0.005979 -0.015681 -0.018635 0.091506 
0.0102717 -0.0183924 -0.00481519 0.00608805 -0.0183924 0.0894165 0.00607819 -0.0161033 -0.00481519 0.00607819 0.0100843 -0.0187674 0.00608805 -0.0161033 -0.0187674 0.0917451 
0.0103219 -0.0184718 -0.00477448 0.00604638 -0.0184718 0.0895411 0.00605616 -0.0161824 -0.00477448 0.00605616 0.0100773 -0.0188044 0.00604638 -0.0161824 -0.0188044 0.0918795 
0.0102957 -0.0185342 -0.00476454 0.00598721 -0.0185342 0.0896917 0.00599691 -0.0160791 -0.00476454 0.00599691 0.0101113 -0.0187962 0.00598721 -0.0160791 -0.0187962 0.0918848 
0.0102174 -0.0184804 -0.00479909 0.00596983 -0.0184804 0.0896442 0.00598918 -0.0160034 -0.00479909 0.00598918 0.010169 -0.0188577 0.00596983 -0.0160034 -0.0188577 0.0919954 
0.0101497 -0.0184267 -0.00483228 0.00601609 -0.0184267 0.0895427 0.00602579 -0.0160397 -0.00483228 0.00602579 0.0102176 -0.0189119 0.00601609 -0.0160397 -0.0189119 0.0921335 
0.0100121 -0.0183281 -0.00490429 0.00606736 -0.0183281 0.0893433 0.00605767 -0.0161473 -0.00490429 0.00605767 0.0103223 -0.0189678 0.00606736 -0.0161473 -0.0189678 0.0922704 
0.00994996 -0.0181967 -0.00493649 0.00615858 -0.0181967 0.0890878 0.00614896 -0.0163202 -0.00493649 0.00614896 0.0104119 -0.0190724 0.00615858 -0.0163202 -0.0190724 0.0924846 
0.00997048 -0.0181238 -0.00492275 0.00621112 -0.0181238 0.088869 0.00619189 -0.0164797 -0.00492275 0.00619189 0.0104031 -0.0191718 0.00621112 -0.0164797 -0.0191718 0.0927245 
0.00988372 -0.0181569 -0.00493706 0.00618331 -0.0181569 0.0888863 0.00617373 -0.0164984 -0.00493706 0.00617373 0.0105068 -0.0191635 0.00618331 -0.0164984 -0.0191635 0.0927976 
0.009795 -0.018058 -0.00496931 0.00619489 -0.018058 0.0887487 0.00617574 -0.0164974 -0.00496931 0.00617574 0.0105993 -0.0192836 0.00619489 -0.0164974 -0.0192836 0.0929999 
0.00977482 -0.0179508 -0.00498794 0.00623253 -0.0179508 0.0885191 0.00621338 -0.0165531 -0.00498794 0.00621338 0.0106269 -0.0194156 0.00623253 -0.0165531 -0.0194156 0.093306 
0.00977267 -0.0179277 -0.00499641 0.0062503 -0.0179277 0.0883944 0.0062503 -0.016626 -0.00499641 0.0062503 0.0106341 -0.0194401 0.0062503 -0.016626 -0.0194401 0.0934961 
0.00981636 -0.0179406 -0.0049899 0.00626863 -0.0179406 0.0883953 0.0062494 -0.0166619 -0.0049899 0.0062494 0.0105759 -0.0194404 0.00626863 -0.0166619 -0.0194404 0.0935295 
