1.08286 0 -7.67878 0 
1.56637 -1.95163 -10.7026 13.3171 
1.58813 -3.05422 -10.5938 19.8386 
1.53623 -3.04708 -9.94156 19.2114 
1.51736 -3.02816 -9.94811 18.4088 
1.53247 -2.98318 -10.0966 18.3485 
1.53217 -2.96936 -10.1996 18.4418 
1.59698 -2.95932 -10.1849 18.4656 
1.6254 -3.04924 -10.1143 18.3747 
1.67701 -3.11373 -10.0316 18.2579 
1.67833 -3.21189 -9.9932 18.1569 
1.66925 -3.23519 -9.97623 18.0748 
1.62802 -3.22052 -9.91991 18.0142 
1.54719 -3.17075 -9.86359 17.9552 
1.47223 -3.02724 -9.82187 17.8636 
1.42767 -2.90996 -9.80541 17.7889 
1.40942 -2.80157 -9.79365 17.7741 
1.37474 -2.72758 -9.78794 17.7338 
1.34587 -2.68585 -9.81539 17.7356 
1.28739 -2.62017 -9.84492 17.7798 
1.16586 -2.54005 -9.8782 17.8156 
1.07053 -2.31672 -9.93399 17.8424 
1.00688 -2.14754 -9.98578 17.9233 
0.957642 -2.00884 -10.0005 18.0009 
0.89432 -1.91303 -9.98731 18.0172 
0.875331 -1.8054 -9.94634 18.0227 
0.873457 -1.73967 -9.95102 17.9892 
0.882627 -1.70808 -9.90931 17.973 
0.851982 -1.70837 -9.9354 17.9276 
0.868719 -1.65438 -10.0065 17.9442 
0.900705 -1.66895 -10.0817 18.0451 
0.878048 -1.70034 -10.0913 18.1454 
0.916392 -1.69422 -10.0992 18.1648 
0.94025 -1.73747 -10.1384 18.1878 
0.945927 -1.77892 -10.2022 18.2732 
0.925327 -1.79998 -10.2883 18.3921 
0.890268 -1.77662 -10.3688 18.5441 
0.839712 -1.73713 -10.4088 18.6705 
0.844757 -1.65329 -10.4187 18.7435 
0.832858 -1.64924 -10.3472 18.7579 
0.78747 -1.59402 -10.294 18.6762 
0.786522 -1.53025 -10.1833 18.5852 
0.780544 -1.4976 -10.093 18.403 
0.800455 -1.49494 -9.9728 18.2731 
0.832556 -1.52507 -9.86922 18.081 
0.848001 -1.59369 -9.85193 17.9026 
0.840576 -1.6428 -9.87751 17.8385 
0.790227 -1.63459 -9.8772 17.8533 
0.75393 -1.56279 -9.84707 17.851 
0.70884 -1.49398 -9.78292 17.8065 
0.668889 -1.39723 -9.74159 17.7253 
0.679025 -1.30778 -9.6891 17.6222 
0.629217 -1.32128 -9.62172 17.5331 
0.609833 -1.24508 -9.54369 17.4261 
0.64219 -1.21304 -9.45976 17.3191 
0.661279 -1.25344 -9.4307 17.1845 
0.651856 -1.26664 -9.33673 17.1173 
0.695165 -1.2518 -9.22663 16.9727 
0.673911 -1.2806 -9.18791 16.7796 
0.68681 -1.26999 -9.14593 16.678 
0.693818 -1.29836 -9.13634 16.6066 
0.655478 -1.32895 -9.11984 16.59 
0.617999 -1.2803 -9.11336 16.5504 
0.58105 -1.20591 -9.13716 16.5239 
0.553971 -1.14315 -9.19775 16.5648 
0.554798 -1.09115 -9.25302 16.6399 
0.5723 -1.10435 -9.30508 16.738 
0.557836 -1.08359 -9.35299 16.8241 
0.540825 -1.07911 -9.37796 16.9179 
0.47206 -1.04797 -9.31842 16.9866 
0.456845 -0.937851 -9.26074 16.9061 
0.46567 -0.915398 -9.19851 16.8157 
0.461685 -0.917196 -9.13194 16.7192 
0.445439 -0.892496 -9.09759 16.6053 
0.466476 -0.857355 -9.06144 16.5262 
0.546792 -0.866046 -9.01255 16.4358 
0.666816 -0.977198 -8.97848 16.3563 
0.773251 -1.17312 -8.96243 16.3058 
0.822232 -1.35271 -8.98415 16.2791 
0.871499 -1.4688 -9.08316 16.3196 
0.920197 -1.58789 -9.11928 16.449 
0.969052 -1.66699 -9.09148 16.5241 
0.998088 -1.76089 -9.02203 16.4965 
1.01798 -1.85676 -8.9652 16.4067 
1.06091 -1.90731 -8.99992 16.3157 
1.07089 -2.0038 -9.00803 16.3177 
1.12735 -2.04165 -9.04121 16.3349 
1.19114 -2.1459 -9.00572 16.3764 
1.24459 -2.2465 -8.91061 16.3259 
1.34644 -2.34677 -8.87966 16.1987 
1.42385 -2.50896 -8.80967 16.1045 
1.43704 -2.63604 -8.70251 15.9982 
1.45151 -2.70692 -8.62491 15.847 
1.49523 -2.75643 -8.62965 15.7184 
1.47358 -2.83792 -8.6466 15.7024 
1.52046 -2.83834 -8.65485 15.7369 
1.53391 -2.88372 -8.72269 15.7616 
1.56929 -2.91445 -8.76832 15.8311 
1.55696 -2.94504 -8.79804 15.8774 
1.55665 -2.92423 -8.80065 15.9377 
1.51281 -2.92024 -8.78717 15.972 
1.49759 -2.87272 -8.81026 15.9815 
1.49867 -2.86084 -8.86136 16.0118 
1.50511 -2.86714 -8.8764 16.0693 
1.4726 -2.88047 -8.92745 16.0981 
1.41761 -2.84761 -8.97819 16.1808 
1.40894 -2.76713 -8.96627 16.2708 
1.4359 -2.75129 -8.9875 16.2724 
1.48679 -2.74017 -8.98942 16.2791 
1.55049 -2.80109 -8.94207 16.2934 
1.60664 -2.87835 -8.9542 16.2389 
1.59344 -2.95879 -8.91259 16.2566 
1.58999 -2.97968 -8.88425 16.1818 
1.59411 -3.01537 -8.8689 16.1351 
1.55572 -3.04223 -8.79342 16.122 
1.51324 -2.97092 -8.69219 16.0143 
1.45238 -2.90337 -8.65636 15.8431 
1.46289 -2.8066 -8.64016 15.769 
1.4153 -2.77236 -8.68395 15.7308 
1.34496 -2.71455 -8.73685 15.7591 
1.24731 -2.59692 -8.74537 15.8494 
1.16195 -2.44306 -8.7762 15.859 
1.11183 -2.28921 -8.80316 15.8957 
1.12226 -2.19856 -8.8462 15.9763 
1.11286 -2.20003 -8.87799 16.0586 
1.09118 -2.1571 -8.91241 16.0874 
1.05008 -2.10464 -8.87413 16.1523 
0.982689 -2.03176 -8.86206 16.1214 
0.919024 -1.92858 -8.82654 16.0819 
0.875818 -1.80059 -8.77803 16.0385 
0.840451 -1.72674 -8.7517 15.9522 
0.817842 -1.64704 -8.71815 15.9108 
0.828338 -1.59583 -8.69612 15.8785 
0.808741 -1.58122 -8.69107 15.8653 
0.79169 -1.54476 -8.63291 15.8354 
0.721874 -1.50453 -8.62514 15.7259 
0.66495 -1.40043 -8.52745 15.6631 
0.614625 -1.28966 -8.44878 15.5391 
0.589731 -1.19929 -8.4033 15.4156 
0.59415 -1.16848 -8.35262 15.3231 
0.621653 -1.16947 -8.31744 15.2347 
0.545357 -1.21541 -8.31459 15.1647 
0.532897 -1.13277 -8.31526 15.1574 
