6.984030 0.000000 -4.180738 0.000000 3.852050 0.000000 -3.986533 0.000000 1.419076 0.000000 -1.829909 0.000000 0.644554 0.000000 1.696967 0.000000 1.809399 0.000000 4.474991 0.000000 4.505754 0.000000 6.621156 0.000000 7.784427 0.000000 6.346582 0.000000 10.352777 0.000000 4.710511 0.000000 11.959210 0.000000 1.324636 0.000000 10.794502 0.000000 -2.304506 0.000000 6.505366 0.000000 -2.963096 0.000000 4.854349 0.000000 1.922978 0.000000 9.404311 0.000000 5.112801 0.000000 12.345970 0.000000 1.685761 0.000000 10.734571 0.000000 -2.308199 0.000000
9.939545 -12.255533 -5.917346 7.166792 5.435095 -6.815889 -5.458857 6.868965 2.029599 -2.586662 -2.493741 3.148228 0.962418 -1.236704 2.269538 -2.959617 2.614487 -3.252012 6.261545 -7.769639 6.267208 -7.933101 9.171667 -11.485706 11.013960 -13.603593 8.889443 -11.007284 14.675121 -18.064226 6.656982 -8.146878 16.853165 -20.830852 1.860437 -2.331541 15.152961 -18.844916 -3.121459 3.882971 9.295720 -11.602016 -4.011715 4.928682 7.163753 -8.943261 2.677545 -3.343254 13.196959 -16.563132 7.055363 -8.704683 17.227795 -21.507093 2.486708 -2.935480 15.231016 -18.722861 -3.140394 3.936218
9.928489 -18.178302 -5.418606 9.018785 5.422935 -10.619263 -4.970313 8.695809 2.272243 -4.792223 -2.243396 3.923875 1.300229 -2.926128 2.208784 -4.029655 2.775979 -5.650558 5.924379 -10.597448 6.285022 -11.843350 8.604428 -15.456977 10.732400 -19.599556 8.478954 -14.903555 14.302917 -25.768706 6.343710 -10.913727 16.193988 -29.242215 1.807655 -3.481457 14.503231 -26.751923 -2.630991 4.132931 9.576858 -18.597868 -3.129738 4.864755 8.095329 -16.532958 2.632127 -4.605497 12.761340 -24.544147 6.391413 -10.519635 16.405120 -29.980959 2.582916 -4.312423 14.595376 -26.660597 -2.795263 4.566807
9.471720 -17.772593 -4.824294 6.518616 5.150655 -11.114078 -4.175520 6.476774 2.384615 -6.202759 -1.882363 2.796827 1.521634 -4.652754 1.919927 -3.668024 2.821257 -6.784999 5.249873 -9.035745 6.018394 -12.038576 7.700686 -12.938067 9.890566 -18.368308 7.685888 -12.639746 13.203115 -23.729510 5.687370 -9.092229 14.999915 -26.234192 1.665822 -3.353258 13.337696 -24.240060 -2.305709 2.233169 9.060346 -18.815715 -2.679670 2.311474 7.705578 -17.957681 2.475247 -4.174032 11.371197 -22.784245 5.790644 -8.199660 14.878141 -26.676502 2.567981 -4.233210 13.292796 -24.161811 -2.384297 2.911888
9.543226 -17.485151 -4.854925 5.362963 5.088521 -11.315214 -4.047068 5.013389 2.415731 -7.087958 -1.859837 2.057451 1.560782 -5.798327 1.966345 -3.326333 2.844438 -7.571446 5.101985 -7.964514 5.918097 -12.279477 7.555381 -11.371936 9.840499 -17.558313 7.705711 -11.311203 13.247719 -22.421034 5.542789 -8.068081 14.977149 -24.652945 1.684631 -3.161150 13.169142 -22.669708 -2.301866 1.757703 8.875613 -17.851625 -2.845363 1.873876 7.391538 -16.836176 2.510784 -3.989014 10.972836 -20.700306 5.925124 -7.684378 14.566141 -24.626729 2.606080 -4.249498 13.390511 -22.507973 -2.362813 2.156570
9.591463 -17.629738 -4.948739 5.448355 5.241045 -11.358159 -4.289532 4.692882 2.450522 -7.370345 -1.887983 1.925843 1.568264 -6.176279 2.038702 -3.363260 2.821036 -7.900722 5.114530 -7.679507 5.944031 -12.386812 7.591405 -11.046593 9.989632 -17.603416 7.900727 -11.258392 13.591745 -22.494313 5.602641 -7.915484 15.284500 -24.695913 1.639452 -3.119784 13.332828 -22.435629 -2.484846 1.881692 8.944026 -17.359092 -3.074252 2.275765 7.336597 -16.106678 2.466338 -4.077032 11.017790 -19.979678 6.165189 -8.046915 14.814938 -24.200596 2.740603 -4.304627 13.651225 -22.608316 -2.444752 2.125534
9.714474 -17.589543 -4.955222 5.696266 5.337625 -11.442488 -4.458283 4.979727 2.431120 -7.377212 -1.976642 1.960104 1.566131 -6.184240 1.923175 -3.454727 2.780443 -7.885847 5.140231 -7.636544 5.982081 -12.361890 7.718581 -11.034813 10.008983 -17.765150 7.937273 -11.486421 13.865392 -22.835767 5.644423 -8.037925 15.238014 -25.049555 1.635481 -2.974864 13.426789 -22.530540 -2.576163 2.171808 8.915671 -17.304915 -3.179755 2.638850 7.312093 -15.939638 2.446467 -4.053462 11.001739 -19.878115 6.221116 -8.392997 14.930066 -24.369509 2.776569 -4.423899 13.760772 -22.903069 -2.409896 2.251023
9.741457 -17.582737 -5.001712 5.770287 5.521773 -11.462289 -4.621848 5.260195 2.401339 -7.258644 -1.913860 2.083877 1.537462 -6.101586 1.835519 -3.309274 2.774737 -7.750946 5.182082 -7.633211 6.000147 -12.288161 7.695390 -11.150142 9.963665 -17.727556 7.824886 -11.518292 13.685846 -23.075879 5.601648 -8.142386 15.156583 -24.933210 1.557977 -2.854553 13.410366 -22.544742 -2.569224 2.326567 8.707754 -17.216222 -3.052726 2.800706 7.200504 -15.882241 2.325727 -4.008457 11.051532 -19.760318 6.275341 -8.458872 14.817871 -24.414423 2.738503 -4.431946 13.650675 -22.974983 -2.402235 2.204923
9.828331 -17.522431 -4.962374 5.851210 5.478314 -11.628019 -4.624932 5.519575 2.370605 -7.134161 -1.837283 2.041879 1.512948 -5.995577 1.739934 -3.153141 2.778548 -7.663980 5.230804 -7.672159 6.061759 -12.225691 7.813011 -11.126602 9.900243 -17.612345 7.791304 -11.338115 13.562984 -22.803515 5.470697 -8.144174 15.058642 -24.725438 1.463660 -2.689361 13.312500 -22.472300 -2.595455 2.314220 8.581637 -16.919712 -2.966996 2.682285 7.105888 -15.696631 2.382551 -3.824528 10.987790 -19.748206 6.245307 -8.503841 14.591458 -24.209340 2.713789 -4.351914 13.703343 -22.781098 -2.351154 2.161175
9.851468 -17.573710 -4.936537 5.835479 5.390346 -11.584332 -4.509868 5.583615 2.393701 -7.040733 -1.804112 1.940684 1.501053 -5.907459 1.694526 -2.998271 2.768504 -7.628297 5.117836 -7.739505 6.050992 -12.259868 7.814183 -11.262770 9.835966 -17.499308 7.723641 -11.232028 13.560700 -22.553239 5.418782 -7.999983 14.958276 -24.532091 1.463288 -2.541880 13.046610 -22.319821 -2.604047 2.334964 8.626233 -16.716472 -2.972092 2.575231 6.902815 -15.502178 2.532841 -3.819443 10.984745 -19.648244 6.208544 -8.477227 14.624223 -23.861154 2.813811 -4.282780 13.707812 -22.770717 -2.219372 2.097574
