1.586846 0.000000 5.487794 0.000000 5.368452 0.000000 7.289894 0.000000 10.106570 0.000000 5.961615 0.000000 11.748528 0.000000 1.120175 0.000000 7.747704 0.000000 -2.562374 0.000000 4.676263 0.000000 2.881754 0.000000 10.853439 0.000000 4.971517 0.000000 9.860794 0.000000 -1.960382 0.000000 4.148790 0.000000 -3.146452 0.000000 0.623795 0.000000 1.018471 0.000000
2.295224 -2.865708 7.830287 -9.542286 7.702577 -9.416733 10.444643 -12.656485 14.317977 -17.625972 8.441300 -10.352679 16.412451 -20.462736 1.536172 -2.002842 11.054966 -13.626709 -3.507436 4.249592 6.774008 -8.641604 4.141657 -5.065269 15.287131 -18.944319 6.928918 -8.589915 13.871243 -17.223949 -2.618940 3.266943 5.875956 -7.345486 -4.275374 5.375861 0.924028 -1.221152 1.385089 -1.807104
2.523377 -5.099026 7.430920 -13.361273 7.758661 -14.040054 10.072702 -17.593635 13.886096 -25.052982 8.080358 -14.286445 15.940856 -28.524394 1.586244 -3.211935 11.187941 -20.444605 -2.840653 3.988097 7.503314 -15.956304 4.053542 -7.548679 14.870750 -26.895578 6.570714 -11.411928 13.465103 -24.582956 -2.091821 3.054149 5.894226 -11.501453 -3.809040 6.322249 1.297218 -3.076138 1.288781 -2.790238
2.574104 -6.361347 6.678256 -11.668132 7.392687 -13.940606 9.204339 -15.318471 12.923756 -22.909766 7.365107 -12.412265 14.759554 -25.746662 1.604189 -3.495459 10.518615 -20.005858 -2.212375 1.376831 7.076760 -17.126668 3.852525 -7.034792 13.735342 -24.529433 6.069130 -9.810996 12.418616 -22.640942 -1.634059 0.874823 5.711970 -12.022468 -3.185887 4.041108 1.588637 -5.013657 1.081418 -2.868828
2.664823 -7.174577 6.827160 -10.546686 7.634467 -13.942665 9.301862 -13.935840 13.107278 -21.757083 7.384923 -11.330897 14.680372 -24.218460 1.661696 -3.654137 10.516345 -19.175231 -2.320743 0.559137 6.662499 -15.917861 3.860383 -6.709866 13.753038 -23.010526 6.147285 -9.254465 12.285863 -21.322163 -1.618294 0.096155 5.549239 -12.252670 -3.015856 2.790170 1.600235 -6.268032 1.171633 -2.794111
2.702912 -7.575702 7.088124 -10.661952 7.816400 -14.435273 9.573536 -13.999240 13.456712 -22.055878 7.473414 -11.364838 15.067609 -24.192610 1.683218 -3.743763 10.652807 -19.070993 -2.529391 0.878528 6.497367 -15.024921 3.917230 -6.733385 13.950006 -23.046163 6.286520 -9.457795 12.597144 -21.138186 -1.710715 0.176327 5.596689 -12.122708 -3.115478 2.510262 1.595117 -6.575268 1.167086 -2.933237
2.739927 -7.642484 7.190247 -11.011387 7.825455 -14.681496 9.726631 -14.364913 13.582272 -22.474634 7.489786 -11.530881 15.255956 -24.623580 1.641729 -3.749873 10.574736 -19.135024 -2.549972 1.270884 6.505561 -14.656984 3.990750 -6.817272 14.111408 -23.263098 6.324688 -9.654427 12.908938 -21.419961 -1.851259 0.370418 5.710042 -12.021971 -3.231250 2.658987 1.542778 -6.490941 1.247253 -2.938552
2.694263 -7.612600 7.105428 -11.162679 7.804832 -14.612380 9.703861 -14.594352 13.628713 -22.552926 7.395247 -11.586500 15.140443 -24.814703 1.619625 -3.679553 10.608433 -18.960068 -2.600186 1.355507 6.483057 -14.606566 4.094872 -6.906156 14.113745 -23.389790 6.247612 -9.668022 13.013667 -21.740831 -1.911302 0.588049 5.590864 -12.033240 -3.152054 2.846770 1.533326 -6.272298 1.212639 -3.007506
2.656535 -7.486453 7.052196 -11.059266 7.776791 -14.497314 9.718318 -14.595703 13.553012 -22.524059 7.346187 -11.489664 15.246062 -24.636212 1.571536 -3.627814 10.573097 -18.936005 -2.471978 1.403301 6.379259 -14.558706 4.011356 -7.037046 14.080249 -23.364466 6.255387 -9.511690 13.028536 -21.868215 -1.902096 0.723962 5.716401 -11.831682 -3.247828 2.792366 1.525346 -6.118470 1.226331 -2.957773
2.637052 -7.372699 6.945194 -10.965216 7.723259 -14.409076 9.649502 -14.612653 13.463742 -22.386960 7.401874 -11.419646 15.210130 -24.703629 1.608088 -3.557480 10.575588 -18.906674 -2.427016 1.223175 6.232216 -14.379498 4.085307 -6.957159 13.926419 -23.290738 6.276249 -9.479750 13.033515 -21.890293 -1.896687 0.758502 5.828699 -11.915895 -3.257333 2.901276 1.526208 -6.017868 1.259927 -2.949228
