1339.201759 0.000000 284.036640 0.000000 0.000000 100.000000 0.000000 0.000000 284.036640 0.000000 146.171731 0.000000 0.000000 0.000000 0.000000 100.000000 884.162185 0.000000 -438.491992 0.000000 0.000000 100.000000 0.000000 0.000000 -438.491992 0.000000 321.696199 0.000000 0.000000 0.000000 0.000000 100.000000 102.787910 0.000000 -95.065140 0.000000 0.000000 100.000000 0.000000 0.000000 -95.065140 0.000000 516.742145 0.000000 0.000000 0.000000 0.000000 100.000000 197.026709 0.000000 29.275047 0.000000 0.000000 100.000000 0.000000 0.000000 29.275047 0.000000 89.450690 0.000000 0.000000 0.000000 0.000000 100.000000 101.635244 0.000000 -89.305496 0.000000 0.000000 100.000000 0.000000 0.000000 -89.305496 0.000000 488.181435 0.000000 0.000000 0.000000 0.000000 100.000000 448.724428 0.000000 488.680496 0.000000 0.000000 100.000000 0.000000 0.000000 488.680496 0.000000 733.193673 0.000000 0.000000 0.000000 0.000000 100.000000
1053.752704 123.369939 210.296914 16.049938 123.369939 96.764000 16.049938 12.302337 210.296914 16.049938 170.449292 55.955896 16.049938 12.302337 55.955896 45.090888 729.963944 107.711001 -331.823515 -30.273461 107.711001 84.761367 -30.273461 -23.204719 -331.823515 -30.273461 304.324606 68.878383 -30.273461 -23.204719 68.878383 54.996022 140.297573 55.013731 -79.389742 -12.274010 55.013731 44.368715 -12.274010 -9.408073 -79.389742 -12.274010 485.994430 108.460013 -12.274010 -9.408073 108.460013 85.335487 237.931532 81.694261 29.266755 7.473454 81.694261 64.819440 7.473454 5.728430 29.266755 7.473454 130.385984 54.231814 7.473454 5.728430 54.231814 43.769373 139.487535 54.981849 -75.273708 -12.062247 54.981849 44.344278 -12.062247 -9.245756 -75.273708 -12.062247 465.299120 107.191575 -12.062247 -9.245756 107.191575 84.363224 401.091342 78.138705 370.655440 34.391826 78.138705 62.094093 34.391826 26.361461 370.655440 34.391826 616.856191 98.158773 34.391826 26.361461 98.158773 77.439548
1122.698943 187.463929 218.783900 32.385424 187.463929 82.146387 33.200901 13.777281 218.783900 33.200901 172.060665 42.561316 32.385424 13.777281 42.561316 22.772653 794.555028 147.051883 -371.141945 -62.317573 147.051883 65.800104 -61.830038 -25.425470 -371.141945 -61.830038 329.585264 70.023635 -62.317573 -25.425470 70.023635 33.762622 149.449700 40.991452 -105.611184 -22.254269 40.991452 21.827325 -22.814370 -8.920312 -105.611184 -22.814370 564.713909 127.702862 -22.254269 -8.920312 127.702862 57.790960 264.172877 69.827921 35.146816 8.598011 69.827921 33.985377 8.609030 3.590823 35.146816 8.609030 132.945371 37.642750 8.598011 3.590823 37.642750 20.633896 148.699070 40.909206 -100.743414 -21.507759 40.909206 21.788970 -22.077766 -8.629175 -100.743414 -22.077766 537.329965 123.036857 -21.507759 -8.629175 123.036857 56.039885 417.287797 83.881913 404.130145 68.340797 83.881913 40.377538 66.923218 28.210889 404.130145 66.923218 681.245186 129.982401 68.340797 28.210889 129.982401 58.301794
1195.197909 194.820198 237.555318 36.742886 194.820198 63.963678 37.018419 10.838486 237.555318 37.018419 164.178962 34.663422 36.742886 10.838486 34.663422 17.531075 844.929320 145.728554 -407.400755 -66.456421 145.728554 49.690388 -66.171859 -19.112913 -407.400755 -66.171859 338.555424 63.486232 -66.456421 -19.112913 63.486232 25.694585 135.826954 30.763243 -103.940299 -18.566704 30.763243 16.316819 -18.504659 -5.357432 -103.940299 -18.504659 567.130742 108.699387 -18.566704 -5.357432 108.699387 39.215045 255.980540 54.548993 37.412330 7.330250 54.548993 23.298323 7.301191 2.126015 37.412330 7.301191 121.804764 28.491479 7.330250 2.126015 28.491479 15.678160 139.496265 31.593946 -108.624461 -19.619967 31.593946 16.478933 -19.960885 -5.554353 -108.624461 -19.960885 542.504753 104.737357 -19.619967 -5.554353 104.737357 38.030413 437.920149 80.192690 440.879337 72.197557 80.192690 30.887662 72.243324 21.112230 440.879337 72.243324 708.627914 123.866066 72.197557 21.112230 123.866066 43.403483
1213.984064 179.725882 239.837800 33.376592 179.725882 50.376069 33.773031 7.809831 239.837800 33.773031 156.327474 31.125044 33.376592 7.809831 31.125044 16.238375 845.828590 130.646565 -410.362808 -58.964248 130.646565 39.139605 -58.986679 -13.551918 -410.362808 -58.986679 331.632919 56.470753 -58.964248 -13.551918 56.470753 22.000207 127.043852 27.308771 -98.283211 -14.948466 27.308771 15.346675 -14.968720 -3.566818 -98.283211 -14.968720 532.654800 89.356204 -14.948466 -3.566818 89.356204 30.227288 240.964708 46.002870 36.303216 5.944504 46.002870 20.014807 5.903527 1.451619 36.303216 5.903527 114.138313 25.477401 5.944504 1.451619 25.477401 14.920471 133.050334 28.360607 -106.756257 -16.257898 28.360607 15.531102 -16.756121 -3.807966 -106.756257 -16.756121 503.660666 84.957210 -16.257898 -3.807966 84.957210 29.223070 433.648223 71.675983 444.960886 64.413059 71.675983 25.638514 64.447420 14.947542 444.960886 64.447420 705.977051 110.763524 64.413059 14.947542 110.763524 34.659591
1198.490290 161.700839 235.107538 29.318361 161.700839 42.033194 29.681460 5.903506 235.107538 29.681460 152.018663 29.867662 29.318361 5.903506 29.867662 15.904164 818.558973 115.525884 -392.826048 -49.919892 115.525884 33.152349 -50.292850 -10.104977 -392.826048 -50.292850 316.863369 50.867783 -49.919892 -10.104977 50.867783 20.145304 120.916970 26.068283 -88.754402 -12.003104 26.068283 15.191777 -11.634348 -2.608400 -88.754402 -11.634348 510.045586 79.369588 -12.003104 -2.608400 79.369588 26.801027 229.569692 42.384352 34.112850 5.031671 42.384352 19.245640 5.013691 1.219305 34.112850 5.013691 110.718474 24.907656 5.031671 1.219305 24.907656 14.954049 127.531907 27.072478 -96.831375 -13.024346 27.072478 15.372672 -13.220243 -2.847171 -96.831375 -13.220243 463.701413 72.762352 -13.024346 -2.847171 72.762352 25.609179 415.104954 63.852341 425.180528 54.736473 63.852341 22.827952 54.600048 11.120455 425.180528 54.600048 678.305042 97.753504 54.736473 11.120455 97.753504 29.719973
1165.487491 146.622358 226.065019 25.762671 146.622358 37.305436 26.147199 4.809313 226.065019 26.147199 149.087166 29.206028 25.762671 4.809313 29.206028 15.710331 793.218747 105.543310 -373.381326 -43.314241 105.543310 30.196781 -44.063868 -8.331283 -373.381326 -44.063868 302.497990 47.050249 -43.314241 -8.331283 47.050249 19.164394 116.661037 25.517758 -78.502741 -9.962333 25.517758 15.111570 -9.195074 -2.141751 -78.502741 -9.195074 496.756284 74.705640 -9.962333 -2.141751 74.705640 25.625468 222.989049 41.218290 34.654810 5.167834 41.218290 19.185318 5.049804 1.285005 34.654810 5.049804 110.932104 25.215760 5.167834 1.285005 25.215760 15.055367 124.956886 26.758041 -89.757407 -11.447714 26.758041 15.353372 -11.498831 -2.541695 -89.757407 -11.498831 438.489595 67.137823 -11.447714 -2.541695 67.137823 24.394214 395.283467 58.199234 404.680296 48.123293 58.199234 21.337605 47.471327 9.194068 404.680296 47.471327 657.710315 89.988589 48.123293 9.194068 89.988589 27.400364
1113.595849 133.790831 222.149183 24.919407 133.790831 34.540392 24.257259 4.433522 222.149183 24.257259 149.863160 29.305858 24.919407 4.433522 29.305858 15.661103 757.328541 97.168240 -356.176548 -39.835792 97.168240 28.497972 -39.883228 -7.554019 -356.176548 -39.883228 294.444097 45.469014 -39.835792 -7.554019 45.469014 18.798759 116.700502 25.768370 -76.836912 -9.705054 25.768370 15.131430 -9.564792 -2.185069 -76.836912 -9.564792 480.132772 71.264321 -9.705054 -2.185069 71.264321 25.079855 224.781286 41.954608 35.437808 5.260151 41.954608 19.415338 5.204529 1.337672 35.437808 5.204529 111.274854 25.319361 5.260151 1.337672 25.319361 15.049142 123.039708 26.524985 -84.213845 -10.641531 26.524985 15.300493 -10.517531 -2.434373 -84.213845 -10.517531 424.675540 65.034621 -10.641531 -2.434373 65.034621 24.095482 384.997175 55.955559 386.986449 43.623306 55.955559 20.828032 43.747221 8.349664 386.986449 43.747221 628.666624 83.179213 43.623306 8.349664 83.179213 25.995399
1089.427695 128.333611 212.900463 22.271561 128.333611 33.559642 22.480990 4.032761 212.900463 22.480990 147.032421 28.603654 22.271561 4.032761 28.603654 15.506493 731.905614 92.567875 -347.811874 -38.621965 92.567875 27.795524 -38.035396 -7.314603 -347.811874 -38.035396 292.964519 45.177626 -38.621965 -7.314603 45.177626 18.716192 115.746741 25.624167 -72.849953 -9.143920 25.624167 15.069664 -8.996522 -2.080479 -72.849953 -8.996522 465.216688 69.270858 -9.143920 -2.080479 69.270858 24.898302 226.618160 42.375512 35.085296 5.118852 42.375512 19.488264 5.141090 1.332152 35.085296 5.141090 110.979732 25.230982 5.118852 1.332152 25.230982 15.013230 123.512329 26.716499 -84.329021 -10.844378 26.716499 15.322280 -10.927972 -2.524690 -84.329021 -10.927972 419.420048 64.632666 -10.844378 -2.524690 64.632666 24.080861 384.564249 55.859396 375.982586 41.181041 55.859396 20.792382 42.345137 8.062600 375.982586 42.345137 600.000951 78.220310 41.181041 8.062600 78.220310 25.230901
1066.249149 124.671747 201.987701 20.242316 124.671747 33.093449 21.028677 3.804739 201.987701 21.028677 143.436424 28.016338 20.242316 3.804739 28.016338 15.419542 710.790402 90.027167 -337.075499 -36.962044 90.027167 27.543029 -36.637823 -7.131419 -337.075499 -36.637823 287.534861 44.244402 -36.962044 -7.131419 44.244402 18.574908 114.752659 25.474951 -69.381675 -8.747414 25.474951 15.030437 -8.555458 -2.010831 -69.381675 -8.555458 455.360234 68.430818 -8.747414 -2.010831 68.430818 24.863201 229.222520 42.770398 36.708326 5.498038 42.770398 19.540750 5.458839 1.411909 36.708326 5.458839 111.684000 25.379680 5.498038 1.411909 25.379680 15.041023 123.769680 26.747402 -85.152861 -11.052422 26.747402 15.311670 -11.098308 -2.545719 -85.152861 -11.098308 421.863016 65.379008 -11.052422 -2.545719 65.379008 24.206082 376.198336 54.183845 366.184057 40.191487 54.183845 20.531648 40.502883 7.897677 366.184057 40.502883 588.699969 77.371489 40.191487 7.897677 77.371489 25.213774
