-3.130348 0.000000 6.160179 0.000000 2.433851 0.000000 11.556891 0.000000 5.153355 0.000000 3.924438 0.000000 -1.650233 0.000000 0.997728 0.000000 -5.533627 0.000000 7.695791 0.000000 2.532405 0.000000 11.356427 0.000000
-4.358638 5.250644 8.815994 -11.096394 3.379609 -4.186856 16.250402 -20.145196 7.349099 -8.921416 5.650886 -6.927708 -2.453881 2.855684 1.499569 -1.854664 -7.711459 9.548798 10.817133 -13.483158 3.473739 -4.316663 15.918066 -19.810626
-3.834345 5.803442 9.226677 -18.477829 3.141192 -5.320905 15.745528 -28.372191 6.869006 -12.101228 5.719742 -10.786306 -2.364176 3.993000 1.756312 -3.887934 -7.041218 12.430366 10.489487 -19.639099 3.172490 -5.125202 15.414527 -27.951636
-3.418856 4.050406 8.604137 -18.862141 2.697366 -4.110413 14.482103 -25.749791 6.034124 -9.911399 5.360154 -11.282270 -2.295722 3.365442 1.964718 -5.495911 -6.177757 9.610807 9.922424 -18.649435 2.798368 -3.732755 14.247184 -25.404553
-3.678626 3.815247 8.401049 -17.603193 2.717092 -3.422251 14.469808 -24.141921 5.953405 -8.461609 5.412989 -11.421282 -2.470644 3.142199 2.091069 -6.604988 -6.234757 8.014418 9.992380 -18.201305 2.813041 -3.269048 14.322834 -23.872678
-3.855650 4.357791 8.589124 -17.067478 2.815118 -3.438730 14.794504 -24.152046 5.935546 -8.214420 5.371388 -11.662629 -2.781527 3.356681 2.176712 -7.096254 -6.552399 8.007567 10.484516 -18.350162 2.931256 -3.375200 14.854921 -23.988903
-4.096171 4.686738 8.910910 -17.227355 2.819281 -3.583797 14.929844 -24.508327 5.829770 -8.155063 5.197337 -11.605644 -2.920464 3.790413 2.191903 -7.218053 -6.726662 8.505726 10.781178 -18.844777 2.903177 -3.552650 15.051442 -24.628250
-4.001769 4.992353 8.989014 -17.670954 2.804583 -3.587535 14.935837 -24.619705 5.828824 -7.986787 5.138619 -11.299344 -3.015822 4.045458 2.196377 -7.152249 -6.861843 8.871575 11.134528 -19.126022 2.859007 -3.526872 14.923442 -24.877129
-3.861606 4.924557 8.854185 -17.831975 2.773456 -3.535355 14.894438 -24.577978 5.702903 -7.938582 5.067330 -11.124258 -3.133112 4.213571 2.213682 -7.062686 -6.859592 9.163313 11.217159 -19.485246 2.860857 -3.459000 14.647644 -24.689697
-3.909868 4.757175 8.739886 -17.661655 2.717933 -3.469656 14.906353 -24.496597 5.540670 -7.769226 5.069835 -10.997843 -3.092336 4.399353 2.197119 -7.021527 -6.844206 9.276802 11.192325 -19.588413 2.918817 -3.440165 14.507786 -24.284626
-3.816208 4.799026 8.575901 -17.454089 2.692030 -3.381249 14.881357 -24.489979 5.575268 -7.512037 4.983545 -10.997981 -3.042721 4.396029 2.181701 -6.970934 -6.830123 9.323060 11.039579 -19.542382 2.917106 -3.485094 14.481900 -24.030009
-3.830405 4.699649 8.521487 -17.197941 2.660402 -3.329171 14.843860 -24.456605 5.744584 -7.487842 5.128492 -10.906997 -2.870634 4.336091 2.192562 -6.924620 -6.756130 9.343638 10.995200 -19.328474 2.904951 -3.453017 14.569932 -23.959892
-3.886625 4.691896 8.619319 -17.073043 2.687269 -3.275366 14.825821 -24.402105 5.687040 -7.695822 5.162206 -11.067055 -2.629407 4.108952 2.116666 -6.928605 -6.732194 9.258739 10.857314 -19.230552 2.806866 -3.399079 14.615980 -24.063759
-3.861185 4.744952 8.766017 -17.178932 2.679230 -3.299563 14.907380 -24.365339 5.804204 -7.665754 5.260553 -11.134963 -2.389189 3.759615 2.075707 -6.839290 -6.658434 9.204985 10.833677 -19.045856 2.861931 -3.247255 14.698490 -24.146230
-3.697179 4.704790 8.825880 -17.399196 2.665572 -3.304726 14.745926 -24.454531 5.968591 -7.799032 5.412704 -11.239358 -2.393948 3.389866 2.069856 -6.764649 -6.524185 9.088656 10.625239 -18.988277 2.857683 -3.289644 14.710916 -24.258079
-3.874600 4.473440 8.940637 -17.521481 2.643566 -3.301367 14.797692 -24.272051 5.978613 -8.035293 5.475616 -11.415097 -2.435565 3.319204 2.074024 -6.739672 -6.557387 8.875860 10.485321 -18.735354 2.835185 -3.320765 14.593125 -24.288530
-3.859312 4.621607 8.971900 -17.669520 2.673758 -3.283253 14.880113 -24.289490 6.039058 -8.103830 5.474753 -11.502791 -2.365159 3.362058 2.069555 -6.735769 -6.484566 8.866966 10.583374 -18.510623 2.901113 -3.306427 14.546135 -24.149043
-3.792925 4.626119 8.832812 -17.727094 2.643451 -3.340766 14.759522 -24.387685 6.125866 -8.203849 5.538767 -11.488089 -2.452580 3.284663 2.082283 -6.722293 -6.438385 8.770236 10.581250 -18.584576 2.971835 -3.391559 14.418055 -24.058494
-3.714600 4.553506 8.633341 -17.559453 2.565245 -3.341316 14.590722 -24.254732 6.040383 -8.349631 5.518874 -11.532379 -2.511855 3.371594 2.045972 -6.725778 -6.483709 8.684250 10.607536 -18.593299 3.008255 -3.511418 14.317002 -23.879635
-3.762804 4.460394 8.460251 -17.259685 2.530032 -3.251362 14.617424 -24.011615 6.022590 -8.286173 5.510231 -11.492796 -2.631540 3.467398 2.114507 -6.656975 -6.489763 8.727942 10.704117 -18.614930 3.077756 -3.592795 14.393534 -23.715882
-3.742978 4.516781 8.282044 -16.977560 2.416040 -3.195146 14.648080 -23.982494 6.056240 -8.254854 5.567447 -11.450774 -2.648354 3.635962 2.155621 -6.703479 -6.500804 8.744674 10.602208 -18.738634 3.053397 -3.685862 14.418755 -23.782686
-3.666635 4.522039 8.156977 -16.690870 2.465178 -3.039591 14.528805 -24.010522 5.994165 -8.290083 5.466957 -11.507406 -2.538465 3.687192 2.140807 -6.768642 -6.546616 8.758673 10.550743 -18.647939 3.012877 -3.671454 14.417925 -23.833453
-3.685490 4.444046 8.189905 -16.480765 2.514442 -3.054284 14.581968 -23.871012 5.798226 -8.224707 5.362563 -11.400366 -2.415248 3.557290 2.103396 -6.777890 -6.477668 8.820567 10.507525 -18.572249 2.983132 -3.621816 14.212848 -23.840476
-3.719040 4.450844 8.249854 -16.491066 2.510890 -3.117968 14.509453 -23.905975 5.738386 -7.967865 5.267024 -11.261516 -2.456827 3.377207 2.069263 -6.745215 -6.423235 8.745844 10.407224 -18.509635 3.035549 -3.585234 14.049730 -23.582046
-3.707173 4.483360 8.216181 -16.573345 2.471309 -3.141066 14.448094 -23.822107 5.704511 -7.831835 5.204290 -11.132979 -2.507024 3.396763 2.063068 -6.696108 -6.460520 8.666390 10.576962 -18.362618 3.145166 -3.656729 13.960915 -23.316335
-3.667876 4.472250 8.103159 -16.532169 2.390729 -3.115275 14.425593 -23.720883 5.624274 -7.761504 5.155141 -11.045855 -2.590787 3.472327 2.083821 -6.666592 -6.466933 8.709836 10.768778 -18.514931 3.172921 -3.810158 13.919047 -23.151479
-3.684362 4.430626 8.066923 -16.362537 2.314530 -3.025328 14.262628 -23.662450 5.569358 -7.645830 5.116421 -10.978911 -2.753430 3.592993 2.131646 -6.672877 -6.366240 8.742868 10.605476 -18.759042 3.016031 -3.875548 13.754431 -23.069610
-3.702416 4.452153 8.041827 -16.277696 2.272922 -2.918027 14.550980 -23.441897 5.441376 -7.549134 5.068163 -10.917328 -2.828636 3.816359 2.165180 -6.725834 -6.371499 8.648631 10.610984 -18.583556 2.984379 -3.663627 13.642073 -22.861635
-3.655237 4.483967 7.964938 -16.235127 2.376994 -2.827488 14.489263 -23.747160 5.366971 -7.365526 5.059448 -10.838769 -3.008051 3.954103 2.193130 -6.778462 -6.387084 8.654592 10.668544 -18.528530 3.042781 -3.546968 13.658757 -22.681235
-3.729080 4.439084 7.930112 -16.123770 2.435576 -2.922659 14.498244 -23.747493 5.256420 -7.223501 4.989907 -10.810065 -3.087612 4.202722 2.225526 -6.822327 -6.335560 8.686843 10.594196 -18.576452 3.109967 -3.591265 13.857913 -22.657475
-3.737476 4.528972 7.966801 -16.047959 2.493899 -2.989995 14.504840 -23.770892 5.173653 -7.047487 4.907678 -10.727318 -3.094592 4.356021 2.232589 -6.870941 -6.366130 8.635545 10.605356 -18.491459 2.994989 -3.683377 13.821574 -22.899720
-3.894574 4.565478 8.019678 -16.084473 2.417604 -3.053314 14.375745 -23.794175 5.165333 -6.903649 4.906011 -10.620734 -3.071661 4.395670 2.209354 -6.892992 -6.539474 8.661418 10.705315 -18.487426 2.881719 -3.555508 13.730830 -22.912782
-3.872999 4.772825 7.936867 -16.164853 2.329172 -2.952430 14.350124 -23.646143 5.117839 -6.858655 4.827851 -10.614524 -3.032959 4.375811 2.164708 -6.867149 -6.437784 8.892324 10.625230 -18.607763 2.806887 -3.376425 13.662406 -22.801272
-4.075342 4.811926 7.962304 -16.065116 2.260150 -2.790630 14.136313 -23.584362 5.001591 -6.790333 4.773760 -10.530413 -3.203728 4.328062 2.206578 -6.790418 -6.358398 8.833515 10.686733 -18.529748 2.793933 -3.215374 13.672745 -22.696251
-3.952433 5.099049 7.949099 -16.073878 2.148925 -2.648671 13.951087 -23.306701 4.988136 -6.631694 4.766506 -10.448521 -3.303299 4.532260 2.232390 -6.806756 -6.288027 8.718501 10.537186 -18.581829 2.796429 -3.137126 13.776584 -22.689849
-4.012703 5.036951 7.910777 -16.082115 2.064668 -2.467495 14.081653 -23.010861 4.883837 -6.575522 4.737010 -10.419210 -3.378376 4.702154 2.241645 -6.830305 -6.297579 8.602715 10.434435 -18.404200 2.758761 -3.106389 13.838022 -22.819076
-4.038163 5.115733 7.775835 -16.041942 2.047527 -2.321057 13.891732 -23.096632 4.840381 -6.429261 4.691624 -10.376054 -3.495613 4.830291 2.273880 -6.827215 -6.301454 8.596242 10.538677 -18.231941 2.705412 -3.041603 13.699023 -22.925549
-4.002838 5.182953 7.647928 -15.837820 1.987431 -2.286396 13.952248 -22.872417 4.665129 -6.339391 4.601829 -10.308160 -3.618137 5.001480 2.318305 -6.843446 -6.348366 8.602278 10.600289 -18.319851 2.721385 -2.963395 13.428693 -22.773037
-4.097445 5.174872 7.611756 -15.623861 1.957105 -2.212776 13.949067 -22.889959 4.705945 -6.102393 4.571541 -10.181259 -3.600290 5.189283 2.285165 -6.886748 -6.395615 8.669187 10.635841 -18.406175 2.744555 -2.979911 13.187233 -22.397584
-4.018178 5.302884 7.544350 -15.536749 1.982303 -2.154033 13.849667 -22.889053 4.696582 -6.103692 4.620522 -10.104813 -3.701829 5.209869 2.331993 -6.833962 -6.345442 8.768819 10.634603 -18.446251 2.729785 -3.008248 13.046399 -22.020939
-4.039062 5.242032 7.556797 -15.436234 1.931897 -2.161280 13.835673 -22.768760 4.614652 -6.096947 4.560930 -10.137429 -3.877790 5.340136 2.358826 -6.858633 -6.302405 8.766828 10.791646 -18.418505 2.722145 -2.958276 12.904275 -21.782866
-3.996727 5.257262 7.633515 -15.431676 1.945088 -2.080051 13.821983 -22.728732 4.603718 -5.994178 4.605337 -10.053775 -3.873167 5.588490 2.364098 -6.885177 -6.305054 8.745973 10.913946 -18.566862 2.774203 -2.905787 12.916621 -21.566895
-4.199593 5.200316 7.833236 -15.535220 1.877137 -2.061060 13.625657 -22.705828 4.492919 -5.956065 4.541579 -10.074043 -3.981572 5.640747 2.401846 -6.882720 -6.371527 8.771225 10.944313 -18.717888 2.811674 -2.952521 13.007566 -21.534164
-4.294969 5.420376 7.941563 -15.814618 1.820233 -1.961923 13.535051 -22.459567 4.364798 -5.807238 4.453926 -9.996279 -4.006236 5.783970 2.393762 -6.917993 -6.439009 8.881382 10.906424 -18.770687 2.742489 -3.005382 13.050466 -21.642722
-4.329848 5.579544 7.897271 -16.005981 1.786757 -1.861933 13.498580 -22.288325 4.223073 -5.614808 4.367332 -9.874396 -4.061719 5.847819 2.394542 -6.907737 -6.497599 9.001635 10.851280 -18.736308 2.677374 -2.923018 13.053603 -21.723557
-4.209641 5.676316 7.708793 -15.980315 1.732283 -1.818285 13.708771 -22.193511 4.139648 -5.394714 4.280968 -9.755441 -4.105616 5.933218 2.411874 -6.892016 -6.386826 9.103899 10.708587 -18.670567 2.662876 -2.811284 13.071956 -21.746060
-4.409419 5.584810 7.634639 -15.729086 1.785849 -1.766358 13.736178 -22.420468 4.088351 -5.241751 4.253865 -9.640750 -4.327712 6.008445 2.447045 -6.897655 -6.360189 8.982338 10.677415 -18.491910 2.597623 -2.765484 12.824325 -21.769240
