86.108894 0.000000 31.276682 0.000000 0.000000 100.000000 0.000000 0.000000 31.276682 0.000000 320.076444 0.000000 0.000000 0.000000 0.000000 100.000000 482.868448 0.000000 297.863815 0.000000 0.000000 100.000000 0.000000 0.000000 297.863815 0.000000 303.326604 0.000000 0.000000 0.000000 0.000000 100.000000 1179.575288 0.000000 7.367832 0.000000 0.000000 100.000000 0.000000 0.000000 7.367832 0.000000 82.049459 0.000000 0.000000 0.000000 0.000000 100.000000 1102.654124 0.000000 -569.409876 0.000000 0.000000 100.000000 0.000000 0.000000 -569.409876 0.000000 399.666484 0.000000 0.000000 0.000000 0.000000 100.000000 398.683788 0.000000 -540.110615 0.000000 0.000000 100.000000 0.000000 0.000000 -540.110615 0.000000 1003.169593 0.000000 0.000000 0.000000 0.000000 100.000000 83.388743 0.000000 33.654546 0.000000 0.000000 100.000000 0.000000 0.000000 33.654546 0.000000 897.578104 0.000000 0.000000 0.000000 0.000000 100.000000 246.519568 0.000000 182.856197 0.000000 0.000000 100.000000 0.000000 0.000000 182.856197 0.000000 285.236547 0.000000 0.000000 0.000000 0.000000 100.000000 197.415287 0.000000 -35.165249 0.000000 0.000000 100.000000 0.000000 0.000000 -35.165249 0.000000 92.714306 0.000000 0.000000 0.000000 0.000000 100.000000
126.689413 53.106044 28.560089 5.908952 53.106044 42.906467 5.908952 4.529233 28.560089 5.908952 340.335288 97.308401 5.908952 4.529233 97.308401 76.787735 444.317307 93.823888 238.800146 30.832050 93.823888 74.116843 30.832050 23.632879 238.800146 30.832050 300.376968 75.239411 30.832050 23.632879 75.239411 59.871774 949.324849 124.895122 5.547395 0.487119 124.895122 97.933058 0.487119 0.373378 5.547395 0.487119 122.974643 52.333041 0.487119 0.373378 52.333041 42.313957 877.796855 109.375555 -421.126428 -31.825113 109.375555 86.037253 -31.825113 -24.394066 -421.126428 -31.825113 357.878450 70.084594 -31.825113 -24.394066 70.084594 55.920588 358.744841 71.250846 -402.174359 -32.270276 71.250846 56.814524 -32.270276 -24.735285 -402.174359 -32.270276 808.853919 107.367381 -32.270276 -24.735285 107.367381 84.497980 124.015491 52.446477 26.126142 2.828228 52.446477 42.400906 2.828228 2.167847 26.126142 2.828228 756.073546 120.868540 2.828228 2.167847 120.868540 94.846669 264.479368 76.752303 157.317609 27.144561 76.752303 61.031411 27.144561 20.806405 157.317609 27.144561 297.788944 82.499745 27.144561 20.806405 82.499745 65.436846 237.912446 81.481068 -35.031113 -8.881948 81.481068 64.656026 -8.881948 -6.808046 -35.031113 -8.881948 133.610842 55.035963 -8.881948 -6.808046 55.035963 44.385756
129.086630 36.645728 36.488862 8.451877 36.645728 20.196073 8.498455 3.461065 36.488862 8.498455 392.475108 97.489347 8.451877 3.461065 97.489347 45.407768 514.238640 112.382771 274.817000 52.832487 112.382771 51.021149 53.937490 22.336518 274.817000 53.937490 317.743678 72.539703 52.832487 22.336518 72.539703 35.696163 1040.407750 185.482183 13.538988 3.119160 185.482183 81.209082 2.324024 0.789272 13.538988 2.324024 124.326499 35.534579 3.119160 0.789272 35.534579 19.742215 922.029814 155.808217 -448.663982 -68.132724 155.808217 69.586005 -67.707136 -27.980660 -448.663982 -67.707136 376.409931 73.826677 -68.132724 -27.980660 73.826677 35.433500 373.170356 73.969435 -431.001803 -67.418818 73.969435 35.830232 -66.689500 -27.762641 -431.001803 -66.689500 870.026681 152.320908 -67.418818 -27.762641 152.320908 67.607890 125.330536 35.703389 29.657897 5.362067 35.703389 19.819752 5.322450 2.214423 29.657897 5.322450 853.558213 167.532374 5.362067 2.214423 167.532374 73.994182 311.325607 76.610898 203.958275 44.532834 76.610898 36.158400 44.741961 17.984200 203.958275 44.741961 346.344929 83.937901 44.532834 17.984200 83.937901 39.419069 276.726684 73.052673 -48.137257 -11.914987 73.052673 34.823729 -11.877530 -4.722505 -48.137257 -11.877530 139.310813 39.254674 -11.914987 -4.722505 39.254674 21.207446
115.674985 27.215957 30.362238 5.618049 27.215957 15.331076 5.474071 1.720290 30.362238 5.474071 368.972870 74.822925 5.618049 1.720290 74.822925 29.568473 534.915245 100.734148 297.827291 52.096977 100.734148 36.401176 52.459373 15.277662 297.827291 52.459373 321.862779 63.441875 52.096977 15.277662 63.441875 26.104032 1120.548810 188.979947 16.845624 3.018721 188.979947 61.886804 2.603761 0.627514 16.845624 2.603761 112.358852 26.627772 3.018721 0.627514 26.627772 15.135113 966.477752 158.371291 -498.918935 -78.583821 158.371291 53.802629 -77.034929 -22.389775 -498.918935 -77.034929 403.429564 72.512161 -78.583821 -22.389775 72.512161 28.099981 381.189926 68.840458 -468.479591 -73.943098 68.840458 27.544955 -73.482735 -21.478866 -468.479591 -73.482735 927.620645 155.148916 -73.943098 -21.478866 155.148916 52.276430 113.390877 26.800392 32.253923 5.458815 26.800392 15.190024 5.449996 1.586548 32.253923 5.449996 903.472348 160.326847 5.458815 1.586548 160.326847 53.853335 315.572353 63.900084 219.204696 40.057956 63.900084 25.591952 40.229716 11.363180 219.204696 40.229716 348.206324 69.758801 40.057956 11.363180 69.758801 27.464703 267.540165 56.560773 -46.067640 -8.745601 56.560773 23.679870 -8.814459 -2.521550 -46.067640 -8.814459 125.736497 29.149583 -8.745601 -2.521550 29.149583 15.868632
107.979533 24.449173 28.928317 4.607983 24.449173 14.683107 4.592210 1.178501 28.928317 4.592210 343.868448 61.775771 4.607983 1.178501 61.775771 23.970520 503.565185 83.193944 293.131255 44.589829 83.193944 28.422574 43.918478 10.367299 293.131255 43.918478 319.826801 56.908002 44.589829 10.367299 56.908002 22.276400 1092.356076 164.779592 14.240067 1.861488 164.779592 47.207455 1.873320 0.373928 14.240067 1.873320 104.688294 23.915907 1.861488 0.373928 23.915907 14.540149 952.028465 141.866128 -513.713590 -73.528412 141.866128 42.170875 -71.390769 -16.542111 -513.713590 -71.390769 415.878006 68.399082 -73.528412 -16.542111 68.399082 24.464551 375.761630 62.244589 -473.105474 -67.010448 62.244589 23.468901 -66.760051 -15.486781 -473.105474 -66.760051 929.569161 140.535312 -67.010448 -15.486781 140.535312 41.386642 106.277743 24.177433 38.013682 5.650680 24.177433 14.598232 6.022078 1.299753 38.013682 6.022078 909.570562 142.407393 5.650680 1.299753 142.407393 41.767921 295.252946 53.112350 202.852599 30.875028 53.112350 21.320937 31.098144 7.263765 202.852599 31.098144 320.186758 56.751482 30.875028 7.263765 56.751482 22.315231 243.625483 46.014382 -39.679487 -6.177183 46.014382 20.005860 -6.261687 -1.568834 -39.679487 -6.261687 115.800550 25.638205 -6.177183 -1.568834 25.638205 14.986397
104.902447 24.044049 26.593661 3.806529 24.044049 14.747627 3.829935 0.919888 26.593661 3.829935 317.339778 54.119774 3.806529 0.919888 54.119774 21.938004 471.989501 72.304360 278.021065 37.471504 72.304360 24.978095 36.747172 7.784479 278.021065 36.747172 310.333566 51.812917 37.471504 7.784479 51.812917 20.493772 1046.384582 143.962985 14.119398 1.786245 143.962985 39.113849 1.725180 0.342793 14.119398 1.725180 101.835214 23.592864 1.786245 0.342793 23.592864 14.636583 924.276728 126.911566 -499.454879 -63.337736 126.911566 35.547791 -62.397863 -12.483008 -499.454879 -62.397863 404.881989 61.826772 -63.337736 -12.483008 61.826772 22.092098 366.856981 57.391005 -457.210437 -57.761826 57.391005 21.446812 -58.158688 -11.671724 -457.210437 -58.158688 889.773594 122.883722 -57.761826 -11.671724 122.883722 34.621329 103.557918 23.836227 38.512542 5.010270 23.836227 14.682445 5.355384 1.007866 38.512542 5.355384 868.530549 123.260007 5.010270 1.007866 123.260007 34.910419 274.458590 46.784020 188.289546 25.701489 46.784020 19.705659 25.443303 5.596186 188.289546 25.443303 306.768384 51.732161 25.701489 5.596186 51.732161 20.804135 226.525835 41.592038 -36.235984 -5.266147 41.592038 19.137269 -5.263663 -1.333223 -36.235984 -5.263663 112.137598 25.104957 -5.266147 -1.333223 25.104957 15.026429
104.210927 24.157965 25.698827 3.558795 24.157965 14.792180 3.548041 0.859344 25.698827 3.548041 311.580078 52.844145 3.558795 0.859344 52.844145 21.735223 453.778570 67.494604 259.762855 31.903997 67.494604 23.753329 32.108886 6.574669 259.762855 32.108886 292.395684 47.129161 31.903997 6.574669 47.129161 19.455810 995.343335 128.717624 14.491658 1.835491 128.717624 34.860601 1.681913 0.332920 14.491658 1.681913 101.308620 23.753806 1.835491 0.332920 23.753806 14.692845 875.316676 112.696364 -477.719170 -55.955081 112.696364 31.457779 -54.696426 -10.294471 -477.719170 -54.696426 395.857400 58.136355 -55.955081 -10.294471 58.136355 21.014483 354.657706 53.118543 -440.785084 -51.356966 53.118543 20.194373 -51.100362 -9.604843 -440.785084 -51.100362 867.260159 113.006315 -51.356966 -9.604843 113.006315 31.439256 102.400879 23.854746 31.127471 3.613357 23.854746 14.712585 3.180681 0.655486 31.127471 3.180681 833.054754 111.491305 3.613357 0.655486 111.491305 31.786582 261.150807 44.154161 175.364934 22.596176 44.154161 19.250194 22.433832 4.997071 175.364934 22.433832 293.189325 48.535210 22.596176 4.997071 48.535210 20.160681 219.680546 40.698872 -36.500407 -5.429747 40.698872 19.140464 -5.323653 -1.388318 -36.500407 -5.323653 112.313308 25.425800 -5.429747 -1.388318 25.425800 15.120678
103.612305 24.118282 22.698770 3.057346 24.118282 14.753374 2.884257 0.757444 22.698770 2.884257 308.085062 52.416405 3.057346 0.757444 52.416405 21.722092 440.698133 64.826542 246.055497 29.133117 64.826542 23.240837 29.588152 6.155167 246.055497 29.588152 279.412090 44.823882 29.133117 6.155167 44.823882 19.093627 943.202444 117.958844 14.129731 1.688759 117.958844 32.668957 1.571162 0.305470 14.129731 1.571162 101.354935 23.838703 1.688759 0.305470 23.838703 14.676629 847.006022 105.598194 -456.372858 -49.909560 105.598194 29.706054 -49.812961 -9.112939 -456.372858 -49.812961 380.366034 54.211451 -49.909560 -9.112939 54.211451 20.195817 343.731960 50.526570 -421.276005 -46.433826 50.526570 19.598729 -46.380907 -8.558064 -421.276005 -46.380907 832.623909 104.422673 -46.433826 -8.558064 104.422673 29.535662 102.572576 23.980956 32.053098 3.695243 23.980956 14.705780 3.746674 0.737238 32.053098 3.746674 808.033411 105.073908 3.695243 0.737238 105.073908 30.506030 254.571086 43.179287 171.641804 22.096751 43.179287 19.113776 21.740471 4.969935 171.641804 21.740471 293.111974 48.611146 22.096751 4.969935 48.611146 20.235204 219.868189 41.227084 -37.203686 -5.553365 41.227084 19.299812 -5.485519 -1.432000 -37.203686 -5.485519 112.774457 25.558973 -5.553365 -1.432000 25.558973 15.115178
103.665478 24.154368 22.971823 3.211840 24.154368 14.737225 3.137077 0.809726 22.971823 3.137077 312.343523 53.347541 3.211840 0.809726 53.347541 21.906838 429.505578 63.157299 235.696722 27.817497 63.157299 23.027706 28.196012 6.020599 235.696722 28.196012 270.359782 43.747696 27.817497 6.020599 43.747696 18.973269 907.211103 112.206186 14.472630 1.744418 112.206186 31.761794 1.589584 0.312725 14.472630 1.589584 101.425486 23.844613 1.744418 0.312725 23.844613 14.652357 837.924653 103.052390 -439.816105 -45.867557 103.052390 29.119281 -47.069914 -8.533340 -439.816105 -47.069914 363.730849 51.054003 -45.867557 -8.533340 51.054003 19.680670 333.399459 48.450312 -408.041629 -43.925202 48.450312 19.221642 -43.342565 -8.078422 -408.041629 -43.342565 818.111864 101.086903 -43.925202 -8.078422 101.086903 28.913162 102.663831 23.991169 31.882334 3.624645 23.991169 14.681762 3.763098 0.731491 31.882334 3.763098 779.777891 100.420623 3.624645 0.731491 100.420623 29.883390 256.492274 43.871016 172.485915 22.246462 43.871016 19.253938 22.214097 5.070691 172.485915 22.214097 292.711454 48.452692 22.246462 5.070691 48.452692 20.227960 226.156055 42.537064 -39.407807 -5.933690 42.537064 19.513626 -5.896902 -1.513927 -39.407807 -5.896902 113.590645 25.682306 -5.933690 -1.513927 25.682306 15.118019
103.435675 24.102168 21.955003 3.051698 24.102168 14.715176 2.951605 0.762803 21.955003 2.951605 313.046060 53.382633 3.051698 0.762803 53.382633 21.893637 419.657897 61.795350 233.570671 28.327346 61.795350 22.860025 27.999298 6.100334 233.570671 27.999298 272.458014 44.670306 28.327346 6.100334 44.670306 19.159086 886.347089 109.730224 15.871748 2.012373 109.730224 31.474956 1.751413 0.349287 15.871748 1.751413 101.480653 23.838500 2.012373 0.349287 23.838500 14.641943 828.289415 101.220421 -422.736332 -43.086669 101.220421 28.851472 -44.874358 -8.203916 -422.736332 -44.874358 346.935454 48.765344 -43.086669 -8.203916 48.765344 19.377785 316.183382 45.705440 -391.777690 -41.990354 45.705440 18.819092 -40.083218 -7.717221 -391.777690 -40.083218 815.033523 100.607089 -41.990354 -7.717221 100.607089 28.894389 102.824307 24.003688 32.963713 3.751809 24.003688 14.674425 4.047446 0.769901 32.963713 4.047446 754.079781 97.368370 3.751809 0.769901 97.368370 29.600989 254.819726 43.519634 173.558523 22.569864 43.519634 19.156499 22.309381 5.109928 173.558523 22.309381 297.203020 49.329507 22.569864 5.109928 49.329507 20.410888 231.365413 43.276022 -38.134312 -5.453610 43.276022 19.603519 -5.585033 -1.426681 -38.134312 -5.585033 112.340949 25.360180 -5.453610 -1.426681 25.360180 15.044751
